accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	7	8	9	10	grp	pos
PI_512709	Spain	A-CU-19	Cucurbita pepo	Sown May, harvested August. Fruit yellow, large. Used for local consumption.	NA	Landrace	Europe	0.065871	0.066606	1e-5	0.58026199999999994	1e-5	0.08006	1e-5	1e-5	4.7e-5	0.207114	9	33
PI_512710	Spain	AN-CU-1	Cucurbita pepo	Sown March, transplanted May. Harvested in July-August. Used for self-consumption.	NA	Landrace	Europe	0.235352	0.087462	1e-5	0.109696	1e-5	0.151235	1e-5	0.290968	0.115876	0.00938	1	729
PI_512729	Spain	AN-CU-25	Cucurbita pepo	Sown February, harvested July.	NA	Landrace	Europe	0.05078	0.106285	0.044067	0.267756	1e-5	0.3439	1e-5	0.024229	0.039816	0.123148	1	694
PI_512739	Spain	AN-CU-36	Cucurbita pepo	Sown May-June, harvested September-October. Used cooked and for stew.	NA	Landrace	Europe	0.044975	0.094216	1e-5	0.606014	0.013036	0.094293	1e-5	1e-5	0.083589	0.063847	9	29
PI_512785	Spain	CM-CU-7	Cucurbita pepo	Sown May, harvested August.	NA	Landrace	Europe	0.386627	1e-5	1e-5	0.045847	1e-5	0.209269	1e-5	1e-5	0.358197	1e-5	1	725
PI_512752	Spain	AS-CU-4	Cucurbita pepo	Sown February, harvested September. Used for black pudding and livestock feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	14
PI_615138	Spain	Calabacin	Cucurbita pepo	Sown April-May, harvested August-September. Fruits white, small, very soft. Used for food.	NA	Landrace	Europe	1e-5	0.200951	0.027723	0.469239	1e-5	0.140845	1e-5	1e-5	0.05505	0.106152	9	40
PI_512754	Spain	AS-CU-6	Cucurbita pepo	Sown February-March, harvested September. Used for black pudding and livestock feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	15
PI_257287	Spain	Green Marrow	Cucurbita pepo	Received s Cucurbita maxima, re-ID per QS22 12/65 to C. pepo, squash.	NA	Uncertain improvement status	Europe	0.026093	0.152031	1e-5	0.495174	0.01016	0.076824	1e-5	1e-5	0.067924	0.171765	9	37
PI_512862	Spain	V-CU-85	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.106791	0.07133	0.375387	0.078929	1e-5	0.166217	1e-5	0.127924	1e-5	0.073391	2	474
PI_512755	Spain	AS-CU-7	Cucurbita pepo	Sown February-March, harvested September-October. Used for cooking and livestock feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	16
PI_512782	Spain	CM-CU-4	Cucurbita pepo	Sown beginning May, harvested July-August.	NA	Landrace	Europe	0.275434	0.054866	1e-5	0.08416	1e-5	0.220784	1e-5	1e-5	0.364707	1e-5	1	723
PI_512806	Spain	V-CU-4	Cucurbita pepo	Sown March-April, harvested October-November. Used for decorating.	NA	Landrace	Europe	0.166453	0.095186	0.027365	0.198137	1e-5	0.335012	1e-5	1e-5	0.105905	0.071911	1	698
PI_512751	Spain	AS-CU-3	Cucurbita pepo	Sown February, harvested September. Used for black pudding and livestock feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	17
PI_512789	Spain	E-CU-5	Cucurbita pepo	Sown March, harvested September.	NA	Landrace	Europe	1e-5	0.146524	0.017994	0.182182	0.010279	0.417668	0.026246	0.163807	0.035281	1e-5	1	693
PI_512793	Spain	E-CU-9	Cucurbita pepo	Sown April, harvested August. Used for stew.	NA	Landrace	Europe	0.353084	0.06019	1e-5	1e-5	1e-5	0.219926	1e-5	1e-5	0.36674	1e-5	1	724
PI_512794	Spain	E-CU-10	Cucurbita pepo	Sown April, harvested August. Used for stew.	NA	Landrace	Europe	0.098942	0.102096	1e-5	0.051047	0.034407	0.080441	0.004181	0.31913	0.156694	0.153052	1	688
PI_512796	Spain	E-CU-12	Cucurbita pepo	Sown April, harvested September. Used for stew.	NA	Landrace	Europe	0.029237	0.227675	0.060787	0.372028	1e-5	0.163889	1e-5	0.146345	1e-5	1e-5	9	27
PI_512799	Spain	S-CU-1	Cucurbita pepo	Sown February-March, harvested September-October. Used for stew and black pudding.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	12
PI_512801	Spain	S-CU-3	Cucurbita pepo	Sown February, harvested September. Used for livestock feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	9
PI_512803	Spain	S-CU-5	Cucurbita pepo	Sown March, harvested October. Used for animal feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	11
PI_512804	Spain	V-CU-2	Cucurbita pepo	Sown March-April, harvested June.	NA	Landrace	Europe	0.020416	0.071961	1e-5	0.57409	0.002212	0.077599	1e-5	0.020788	0.08375	0.149163	9	30
PI_512880	Spain	V-CU-116	Cucurbita pepo	Sown May, harvested October. Used for hay.	NA	Landrace	Europe	0.019406	0.168435	0.002562	0.530266	0.06322	0.135731	1e-5	1e-5	0.028465	0.051896	9	42
PI_615134	Spain	Calabacino	Cucurbita pepo	Sown March, harvested May-June. Fruits elongated, whitish.	NA	Landrace	Europe	0.023032	0.238846	1e-5	0.480593	1e-5	1e-5	0.014931	0.145622	1e-5	0.096936	9	25
PI_512807	Spain	V-CU-5	Cucurbita pepo	Sown March, harvested August. Self-consumption.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.045815	1e-5	0.178674	0.019095	0.565765	0.110985	0.079626	4	533
PI_512810	Spain	V-CU-10	Cucurbita pepo	Sown March-April, harvested June-September. Self-consumption	NA	Landrace	Europe	0.053821	0.225936	1e-5	0.375283	1e-5	0.092948	1e-5	0.043783	0.081724	0.126474	9	39
PI_512812	Spain	V-CU-13	Cucurbita pepo	Sown March-April, harvested October-November. Used for decorating.	NA	Landrace	Europe	0.02144	0.125948	0.031897	0.545121	0.029324	0.082198	1e-5	0.087513	0.071453	0.005096	9	45
PI_512817	Spain	V-CU-18	Cucurbita pepo	Sown April, harvested June. Self-consumption.	NA	Landrace	Europe	0.111042	0.140344	1e-5	0.339871	0.01435	0.144132	1e-5	1e-5	0.148013	0.102218	1	700
PI_512820	Spain	V-CU-21	Cucurbita pepo	Sown April, harvested June-July. Self-consumption.	NA	Landrace	Europe	0.662196	1e-5	1e-5	0.029538	1e-5	0.11015	1e-5	1e-5	0.198057	1e-5	7	76
PI_512863	Spain	V-CU-86	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.098177	0.028931	0.487984	0.117654	1e-5	0.147731	0.001012	0.10911	1e-5	0.009381	2	481
PI_512741	Spain	AN-CU-38	Cucurbita pepo	Sown May-June, harvested September-October. Used cooked and for stew.	NA	Landrace	Europe	0.067785	0.115732	1e-5	0.597901	1e-5	0.036476	1e-5	1e-5	0.010964	0.171102	9	32
PI_512744	Spain	AN-CU-42	Cucurbita pepo	Sown April, harvested July-August.	NA	Landrace	Europe	1e-5	1e-5	0.873387	0.039539	0.013269	0.05366	1e-5	0.016934	0.003171	1e-5	2	470
PI_512805	Spain	V-CU-3	Cucurbita pepo	Sown March, harvested June-July. Used for cooking.	NA	Landrace	Europe	0.173543	0.112655	1e-5	0.288633	1e-5	0.170816	1e-5	0.03038	0.159243	0.064702	1	699
PI_512750	Spain	AS-CU-2	Cucurbita pepo	Sown February, harvested September. Used for cooking.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	18
PI_512851	Spain	V-CU-74	Cucurbita pepo	Sown April, harvested August-September.	NA	Landrace	Europe	0.118606	0.10297	1e-5	0.251409	0.061608	0.137469	1e-5	0.136743	0.120461	0.070714	1	697
PI_512857	Spain	V-CU-80	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.01523	0.072886	0.529693	0.090897	1e-5	0.15095	0.025403	0.024682	0.049243	0.041006	2	482
PI_512858	Spain	V-CU-81	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.098035	1e-5	0.322689	0.154259	1e-5	0.203273	0.036641	0.154757	0.030316	1e-5	2	473
PI_512859	Spain	V-CU-82	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.013602	0.028763	0.513984	0.101559	1e-5	0.113298	0.02407	0.102375	0.050888	0.051451	2	483
PI_512860	Spain	V-CU-83	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.063838	0.024914	0.440004	0.085587	1e-5	0.149746	1e-5	0.208941	0.018073	0.008878	2	476
PI_512861	Spain	V-CU-84	Cucurbita pepo	Sown April, harvested August-September. Used for decorating.	NA	Landrace	Europe	0.095803	0.062357	0.372201	0.044613	1e-5	0.185338	1e-5	0.211744	0.027915	1e-5	2	475
PI_512757	Spain	C-CU-2	Cucurbita pepo	Sown March, harvested July. Self-consumption and markets.	NA	Landrace	Europe	0.91673	1e-5	1e-5	1e-5	1e-5	0.050127	1e-5	1e-5	0.033072	1e-5	7	61
PI_537504	Spain	Bubango	Cucurbita pepo	Sown February, harvested June. Not irrigated. Fruits elongated and rounded, variable colors. Received as Cucurbita sp.	NA	Landrace	Europe	1e-5	0.249025	1.1e-5	0.534334	1e-5	1e-5	0.013034	0.124731	1e-5	0.078825	9	22
PI_512874	Spain	V-CU-108	Cucurbita pepo	Sown May, harvested October. Used fried.	NA	Landrace	Europe	0.073181	0.060061	1e-5	0.580364	1e-5	0.131812	1e-5	1e-5	1e-5	0.154532	9	34
PI_512836	Spain	V-CU-53	Cucurbita pepo	Sown March, harvested September. Animal feed.	NA	Landrace	Europe	0.010189	0.115476	1e-5	0.579217	0.029393	0.098019	1e-5	1e-5	0.031543	0.136132	9	31
PI_512787	Spain	E-CU-3	Cucurbita pepo	Sown March, harvested September.	NA	Landrace	Europe	1e-5	0.173205	0.02576	0.487097	0.002348	0.18467	0.015458	0.067483	0.043959	1e-5	9	48
PI_512788	Spain	E-CU-4	Cucurbita pepo	Sown March, harvested September.	NA	Landrace	Europe	1e-5	0.140295	0.008278	0.478625	0.01205	0.18348	0.069393	0.067286	0.040572	1e-5	9	47
PI_537560	Spain	Calabaza	Cucurbita pepo	Sown May-June, harvested September.  Seed used for food consumption. Received as Cucurbita sp.	NA	Landrace	Europe	1e-5	0.209348	0.025743	0.446503	4.3e-5	0.174557	0.006456	1e-5	0.024456	0.112875	9	41
PI_537562	Spain	N-CU-2	Cucurbita pepo	Used as adornment. Received as Cucurbita sp.	NA	Landrace	Europe	0.057355	0.039185	0.098597	0.210588	1e-5	0.249663	0.007213	0.165333	0.006472	0.165583	1	676
PI_512813	Spain	V-CU-14	Cucurbita pepo	Sown May, harvested August. Used for consumption.	NA	Landrace	Europe	0.023521	0.182609	0.004474	0.486151	0.003102	0.091594	1e-5	0.03976	0.014669	0.154109	9	36
PI_512753	Spain	AS-CU-5	Cucurbita pepo	Sown February, harvested September. Used for black pudding and livestock feed.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99396	0.00596	1e-5	1e-5	1e-5	1e-5	1e-5	9	7
PI_537513	Spain	CA-CU-56	Cucurbita pepo	Fruits rounded and elongated. Received as Cucurbita sp.	NA	Landrace	Europe	0.034765	0.263396	1e-5	0.568109	1e-5	1e-5	1e-5	0.13367	1e-5	1e-5	9	21
PI_537505	Spain	Bubango	Cucurbita pepo	Sown March-April. Fruits white, two. Received as Cucurbita sp.	NA	Landrace	Europe	1e-5	0.236228	0.006849	0.526147	1e-5	1e-5	0.02758	0.203146	1e-5	1e-5	9	19
PI_537508	Spain	Bubango	Cucurbita pepo	Fruits yellow. Received as Cucurbita sp.	NA	Landrace	Europe	0.021525	0.250005	1e-5	0.563409	1e-5	1e-5	1e-5	0.116386	1e-5	0.048626	9	23
PI_512881	Spain	V-CU-117	Cucurbita pepo	Sown May, harvested October. Used for hay.	NA	Landrace	Europe	1e-5	0.089842	1e-5	0.557024	0.046394	0.169076	1e-5	1e-5	0.048621	0.089004	9	44
PI_537532	Spain	Calabaza	Cucurbita pepo	Used in cooking. Fruits elongated, yellow. Received as Cucurbita sp.	NA	Landrace	Europe	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	67
PI_512749	Spain	AS-CU-1	Cucurbita pepo	Sown February, harvested September-October. Used for cooking and making black pudding.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	9	13
PI_512840	Spain	V-CU-57	Cucurbita pepo	Sown April, harvested August-September. Fruit almost round. Skin has green and yellow stripes. Used for decorations.	NA	Landrace	Europe	0.015322	0.120407	1e-5	0.359426	0.020622	0.313991	1e-5	1e-5	1e-5	0.170192	1	695
PI_537519	Spain	CA-CU-62	Cucurbita pepo	Received as Cucurbita sp.	NA	Uncertain improvement status	Europe	0.00482	0.252273	1e-5	0.497223	1e-5	1e-5	1e-5	0.173762	1e-5	0.071872	9	26
PI_615137	Spain	Calabacin	Cucurbita pepo	Sown May, harvested September. Fruits elongated, white. Used as food.	NA	Landrace	Europe	0.038184	0.191401	0.018793	0.459131	0.016731	0.121709	0.03231	0.041971	0.068362	0.011409	9	46
PI_512837	Spain	V-CU-54	Cucurbita pepo	Sown March, harvested September. Used for stew.	NA	Landrace	Europe	0.048883	0.1599	1e-5	0.503844	0.018316	0.104677	1e-5	1e-5	0.039595	0.124755	9	38
Ames_24951	Spain	C-CU-27	Cucurbita pepo	NA	NA	Cultivated material	Europe	0.185761	0.110121	1e-5	0.205479	1e-5	0.147434	0.018181	0.07682	0.218664	0.037521	1	702
PI_537514	Spain	Bubango	Cucurbita pepo	Fruits of two types. Received as Cucurbita sp.	NA	Landrace	Europe	0.02408	0.246229	0.004153	0.567384	1e-5	1e-5	0.006385	0.151729	1e-5	1e-5	9	20
PI_534626	Syria	OA 10396	Cucurbita pepo	NA	NA	Landrace	Arab States	0.04314	0.013554	0.046008	1e-5	0.505831	0.018913	0.023174	0.072785	0.023226	0.25336	3	374
PI_534572	Syria	OA 341	Cucurbita pepo	NA	NA	Landrace	Arab States	0.216505	1e-5	0.100835	0.026057	0.254868	1e-5	1e-5	0.252152	0.031781	0.117773	1	709
PI_534620	Syria	OA 10301	Cucurbita pepo	NA	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	66
PI_534623	Syria	OA 10310	Cucurbita pepo	NA	NA	Landrace	Arab States	0.379184	1e-5	0.016657	0.027878	0.171985	0.007266	0.005433	0.349449	0.042127	1e-5	1	715
PI_534641	Syria	OD 10561	Cucurbita pepo	NA	NA	Landrace	Arab States	0.368593	1e-5	0.054743	1e-5	0.230907	1e-5	0.060416	0.26132	1e-5	0.023981	1	718
PI_534624	Syria	OA 10315	Cucurbita pepo	NA	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	64
PI_534622	Syria	OA 10305	Cucurbita pepo	NA	NA	Landrace	Arab States	0.346353	1e-5	0.028456	0.003398	0.348956	1e-5	0.018889	0.245482	0.008436	1e-5	1	714
PI_534630	Syria	OD 10430	Cucurbita pepo	NA	NA	Landrace	Arab States	0.40577	0.003233	0.058217	0.021043	0.220765	1e-5	0.013117	0.275424	0.002031	3.89e-4	1	719
PI_534633	Syria	OD 10462	Cucurbita pepo	NA	NA	Landrace	Arab States	0.384645	1e-5	0.063626	0.018078	0.250018	1e-5	1e-5	0.230523	1e-5	0.05307	1	706
PI_534638	Syria	OD 10515	Cucurbita pepo	NA	NA	Landrace	Arab States	0.457333	1e-5	0.044666	1e-5	0.198255	1e-5	0.013702	0.155779	0.038707	0.091526	1	708
PI_534621	Syria	OA 10304	Cucurbita pepo	NA	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	65
PI_534640	Syria	OD 10542	Cucurbita pepo	NA	NA	Landrace	Arab States	0.570294	1e-5	0.044549	1e-5	0.201393	1e-5	0.013884	0.166117	1e-5	0.003723	1	703
PI_534636	Syria	OD 10488	Cucurbita pepo	NA	NA	Landrace	Arab States	0.371123	1e-5	0.065475	1e-5	0.189594	1e-5	1e-5	0.258607	1e-5	0.115151	1	712
PI_534563	Syria	OA 20	Cucurbita pepo	NA	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	71
PI_534562	Syria	OA 17	Cucurbita pepo	NA	NA	Landrace	Arab States	0.331291	1e-5	0.038156	0.053516	0.182966	1e-5	1e-5	0.209378	1e-5	0.184654	1	710
PI_534628	Syria	OD 10428	Cucurbita pepo	NA	NA	Landrace	Arab States	0.591111	1e-5	0.060985	1e-5	0.163531	1e-5	1e-5	0.173532	1e-5	0.010791	1	704
PI_534561	Syria	OA 11	Cucurbita pepo	NA	NA	Landrace	Arab States	0.148025	1e-5	0.341131	1e-5	0.015863	1e-5	1e-5	1e-5	1e-5	0.49492	1	639
PI_534567	Syria	OA 84	Cucurbita pepo	NA	NA	Landrace	Arab States	0.361966	0.058774	0.027193	0.014676	0.057273	0.095096	1e-5	0.20236	0.107548	0.075103	1	731
PI_534632	Syria	OD 10460	Cucurbita pepo	NA	NA	Landrace	Arab States	0.724807	1e-5	0.050778	1e-5	0.123369	1e-5	0.040053	1e-5	1e-5	0.060943	7	74
PI_534634	Syria	OD 10473	Cucurbita pepo	NA	NA	Landrace	Arab States	0.235005	1e-5	0.32056	1e-5	0.105702	0.002773	0.023677	1e-5	1e-5	0.312243	1	644
PI_534565	Syria	OA 39	Cucurbita pepo	NA	NA	Landrace	Arab States	0.370443	1e-5	0.267843	1e-5	0.041359	0.010108	1e-5	1e-5	0.00223	0.307978	1	638
PI_181912	Syria	Hama No. 7	Cucurbita pepo	NA	NA	Landrace	Arab States	0.049996	1e-5	0.059081	1e-5	0.718796	1e-5	1e-5	0.037452	1e-5	0.134625	3	330
PI_534557	Syria	OA 2	Cucurbita pepo	NA	NA	Landrace	Arab States	0.395526	1e-5	0.044903	0.005044	0.290642	1e-5	1e-5	0.18079	1e-5	0.083055	1	705
PI_181944	Syria	Homs No. 10	Cucurbita pepo	NA	NA	Landrace	Arab States	0.041585	0.003919	0.076379	1e-5	0.523217	0.023517	1e-5	0.109956	0.029128	0.192279	3	280
PI_534560	Syria	OA 8	Cucurbita pepo	NA	NA	Landrace	Arab States	0.337203	1e-5	0.050512	0.050417	0.207115	1e-5	0.034348	0.262323	0.019546	0.038515	1	717
PI_534559	Syria	OA 7	Cucurbita pepo	NA	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	69
PI_534566	Syria	OA 41	Cucurbita pepo	NA	NA	Landrace	Arab States	0.379989	0.007742	0.064057	0.049772	0.172697	1e-5	0.01595	0.282091	1e-5	0.027682	1	716
PI_177377	Syria	Kusa	Cucurbita pepo	NA	NA	Landrace	Arab States	0.056828	0.003807	0.04912	1e-5	0.778603	0.017504	1e-5	0.013984	0.011219	0.068915	3	257
PI_181757	Syria	Beledi	Cucurbita pepo	Market, Damascus.	NA	Landrace	Arab States	0.166694	1e-5	0.388167	1e-5	1e-5	0.010653	1e-5	1e-5	1e-5	0.434425	1	641
PI_534564	Syria	OA 36	Cucurbita pepo	NA	NA	Landrace	Arab States	0.452899	1e-5	0.198538	1e-5	0.081987	0.005815	0.006079	1e-5	0.026137	0.228515	1	637
PI_534569	Syria	OA 143	Cucurbita pepo	NA	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	70
PI_181878	Syria	Allepo No. 5	Cucurbita pepo	NA	NA	Landrace	Arab States	1e-5	0.031816	0.040336	1e-5	0.737949	0.022499	5.39e-4	1e-5	0.006765	0.16006600000000001	3	295
PI_534568	Syria	OA 127	Cucurbita pepo	NA	NA	Landrace	Arab States	0.226883	1e-5	0.215814	1e-5	0.114998	0.011045	0.043128	0.011685	0.016823	0.359605	1	643
PI_534571	Syria	OA 231	Cucurbita pepo	NA	NA	Landrace	Arab States	0.957677	1e-5	1e-5	1e-5	0.042243	1e-5	1e-5	1e-5	1e-5	1e-5	7	63
PI_534635	Syria	OD 10481	Cucurbita pepo	NA	NA	Landrace	Arab States	0.152149	0.025405	0.386337	1e-5	1e-5	0.009187	0.018255	1e-5	1e-5	0.408627	1	642
Ames_25701	Syria	S108	Cucurbita pepo	NA	NA	Uncertain improvement status	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	73
PI_534558	Syria	OA 3	Cucurbita pepo	NA	NA	Landrace	Arab States	0.453347	0.0268	0.064601	1e-5	0.151421	1e-5	0.009355	0.197121	1e-5	0.097326	1	707
PI_534639	Syria	OD 10522	Cucurbita pepo	NA	NA	Landrace	Arab States	0.939555	1e-5	1e-5	1e-5	1e-5	1e-5	0.03719	0.005721	1e-5	0.017473	7	62
Ames_25700	Syria	S028	Cucurbita pepo	Like zucchini, stuffed with rice to eat.	NA	Landrace	Arab States	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	7	72
PI_311741	Poland	Pulawska	Cucurbita pepo	NA	NA	Uncertain improvement status	Europe	0.038521	0.019429	1e-5	1e-5	0.004775	0.172738	1e-5	0.414547	0.26808	0.08188	4	525
Ames_25942	Poland	P044	Cucurbita pepo	NA	NA	Cultivated material	Europe	0.066656000000000007	0.032942	0.027839	0.033424	0.016581	0.162274	0.027375	0.359162	0.104577	0.16917	1	689
PI_285611	Poland	NA	Cucurbita pepo	NA	NA	Uncertain improvement status	Europe	0.052803	0.03565	1e-5	1e-5	1e-5	0.215978	1e-5	0.373546	0.22156	0.100424	4	527
Ames_25943	Poland	P057	Cucurbita pepo	NA	NA	Cultivated material	Europe	0.055263	1e-5	1e-5	0.040322	0.042113	0.197195	0.036242	0.342359	0.121543	0.164943	1	690
Ames_25941	Poland	P031	Cucurbita pepo	NA	NA	Cultivated material	Europe	0.133158	0.034983	1e-5	0.050299	0.004781	0.196528	0.023098	0.252299	0.115932	0.188913	1	691
Ames_25945	Poland	P101	Cucurbita pepo	NA	NA	Cultivated material	Europe	0.080157	0.052474	1e-5	0.105119	1e-5	0.166701	0.007247	0.376605	0.167375	0.044303	4	522
Ames_25944	Poland	P085	Cucurbita pepo	NA	NA	Cultivated material	Europe	0.097692	0.062316	1e-5	1e-5	1e-5	0.236998	0.005202	0.392249	0.189371	0.016141	4	523
Ames_26617	United States	DSW 813	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	0.021369	0.840404	0.029669	1e-5	0.030678	7.71e-4	0.041943	1e-5	0.035136	2	459
Ames_26833	United States	Ames 26833	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.999905	1e-5	1e-5	1.5e-5	1e-5	1e-5	1e-5	1e-5	2	415
Ames_26612	United States	DSW 808	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.999908	1e-5	1e-5	1.2e-5	1e-5	1e-5	1e-5	1e-5	2	417
Ames_26878	United States	DSW 1272	Cucurbita pepo var. ozarkana	Flat, egg, or oblong shaped fruit, some grooved.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	443
Ames_26879	United States	DSW 1292	Cucurbita pepo var. ozarkana	Round, oval, oblong, or pear shaped, and white, striped, or bicolor fruit.	NA	Wild material	North America	0.026715	1e-5	0.873695	0.065168	1e-5	0.02788	1e-5	0.006492	1e-5	1e-5	2	461
PI_490278	United States	Butterball	Cucurbita pepo	Mix of two semi-bush types. Fruit globe or oblong shaped, tan.  Hull-less seeds.	NA	Cultivated material	North America	0.011839	0.005288	0.340779	1e-5	0.233444	0.085663	0.003769	0.053744	2.23e-4	0.265241	3	393
Ames_26872	United States	DSW 1237	Cucurbita pepo var. ozarkana	Egg or oval shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	448
PI_615119	United States	Spaghetti squash	Cucurbita pepo	Commercial fruits.	NA	Cultivated material	North America	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	8	53
Ames_26624	United States	DSW 822	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	0.01849	1e-5	0.943259	0.004298	1e-5	0.0193	0.014602	1e-5	1e-5	1e-5	2	407
Ames_26888	United States	DSW 1458	Cucurbita pepo var. ozarkana	Round or pear shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.999909	1e-5	1e-5	1e-5	1e-5	1.1e-5	1e-5	1e-5	2	418
PI_490279	United States	Sweetnut (Acorn)	Cucurbita pepo	Mix of three semi-bush types. Fruit globe, oblong or acorn shaped.  Hull-less seeds.	NA	Cultivated material	North America	0.008979	1e-5	0.413584	1e-5	0.308172	0.073372	1e-5	0.05633	0.024267	0.115266	3	390
Ames_26875	United States	DSW 1263	Cucurbita pepo var. ozarkana	Pear shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.9999	1e-5	1e-5	2e-5	1e-5	1e-5	1e-5	1e-5	2	409
PI_615152	United States	Little Chicago Miniature Pumpkin	Cucurbita pepo	Composite of 7 strains (including 2 gourd influenced); white, yellow, orange, etc.; all developed locally.	NA	Cultivated material	North America	0.017709	0.001941	0.817027	0.018489	1e-5	0.039067	0.018869	0.068269	1e-5	0.018611	2	460
Ames_26616	United States	DSW 812	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	452
Ames_26620	United States	DSW 816	Cucurbita pepo var. ozarkana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	450
PI_614687	United States	HDW 3173	Cucurbita pepo var. texana	Fruit from a single plant; spherical with no constrictions. Although brown, fruits may be from last year.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	425
PI_614689	United States	HDW 5299	Cucurbita pepo var. texana	NA	NA	Wild material	North America	1e-5	2e-5	0.9999	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	412
Ames_26871	United States	DSW 1232	Cucurbita pepo var. ozarkana	Flat, round, or pear shaped fruit.	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	446
PI_282487	United States	GC 60	Cucurbita pepo	Self-pollinated fruit from prolific bush plant; fruit resembles 'Little Gem', but more flattened. Edible and ornamental.	NA	Cultivated material	North America	0.066181	0.11395	0.248721	0.066152	1e-5	0.244331	0.015331	0.15	0.095314	1e-5	2	478
PI_285213	United States	NA	Cucurbita pepo var. texana	NA	NA	Wild material	North America	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	2	434
