accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	7	8	9	10	grp	pos
PI_169450	Turkey	Dolmalik	Cucurbita pepo	Seed stores, Kirklareli, Kirklareli.	NA	Landrace	Europe	0.003921	1e-5	0.014072	1e-5	0.619801	1.7e-5	0.016156	0.110366	0.013538	0.222111	3	322
PI_173685	Turkey	8646	Cucurbita pepo	Winter type. Seedsman, Malatya, Malatya.	NA	Landrace	Europe	1e-5	1e-5	0.0225	0.062452	0.17062	1e-5	0.020853	0.216874	0.019898	0.486773	1	599
PI_173684	Turkey	Dolmalik	Cucurbita pepo	Seedsman, Malatya, Malatya.	NA	Landrace	Europe	0.017894	1e-5	0.021508	0.00342	0.711407	0.022538	0.016403	0.106782	1e-5	0.100028	3	336
PI_169420	Turkey	1508	Cucurbita pepo	NA	NA	Landrace	Europe	0.040511	1e-5	1e-5	1e-5	0.799445	1e-5	0.015737	1e-5	0.035318	0.10894	3	260
PI_176547	Turkey	9393	Cucurbita pepo	Winter type. Market, Aksehir, Konya.	NA	Landrace	Europe	1e-5	1e-5	0.021127	0.025382	0.198846	0.004366	0.03197	0.207938	0.030103	0.480249	1	600
PI_169422	Turkey	Ak Kabak	Cucurbita pepo	Long white type.  Market, Korkuteli. Kabak = pumpkin/squash.	NA	Landrace	Europe	1.9e-5	1e-5	1e-5	1e-5	0.696241	1e-5	1e-5	0.05205	0.065033	0.186608	3	315
PI_169472	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed stores, Bursa.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.925932	1e-5	0.015691	1e-5	1e-5	0.058307	3	221
PI_176550	Turkey	9543	Cucurbita pepo	Market, Bilecik, Bilecik.	NA	Landrace	Europe	0.039454	1e-5	1e-5	0.020064	0.032132	1e-5	0.134827	0.197528	0.004229	0.571736	1	633
PI_169474	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed store, Bursa.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.938549	1e-5	0.027969	0.026367	0.007056	1e-5	3	217
PI_176552	Turkey	9561	Cucurbita pepo	Cooking type.	NA	Landrace	Europe	1e-5	0.017567	0.031465	1e-5	0.663258	0.012832	1.4e-5	0.081594	1e-5	0.193241	3	319
PI_169476	Turkey	Kara Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed exhibit, Adapazari, Kocaeli.	NA	Landrace	Europe	1e-5	1e-5	0.001237	1e-5	0.998683	1e-5	1e-5	1e-5	1e-5	1e-5	3	203
PI_169477	Turkey	Dolmalik	Cucurbita pepo	Originally from Dortyol.	NA	Landrace	Europe	1e-5	1e-5	0.02713	0.010383	0.850356	1e-5	0.003095	0.041928	1e-5	0.067068	3	241
PI_169478	Turkey	3822A	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.021492	1e-5	0.452023	1e-5	0.019478	1e-5	0.01693	0.490027	3	354
PI_171621	Turkey	6585	Cucurbita pepo	Sweet type.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	204
PI_171622	Turkey	Dolmalik	Cucurbita pepo	Seed dealer, Kastamonu, Kastamonu.	NA	Landrace	Europe	1e-5	1e-5	0.024203	1e-5	0.576773	0.009088	0.039029	0.108189	0.03552	0.207169	3	316
PI_171623	Turkey	6712	Cucurbita pepo	Sweet type. Seed dealer, Samsun, Samsun.	NA	Landrace	Europe	1e-5	0.007355	0.021028	1e-5	0.051379	0.03919	0.0022	0.285742	0.052306	0.54078	1	604
PI_171625	Turkey	6789	Cucurbita pepo	Sweet type. Seedsman, Amasya, Amasya.	NA	Landrace	Europe	1e-5	1e-5	0.008811	1e-5	1e-5	1e-5	0.002901	0.132581	0.031765	0.823892	1	580
PI_177370	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.018931	0.007216	1e-5	0.887037	1e-5	1e-5	0.036879	1e-5	0.049887	3	244
PI_177372	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	0.001643	1e-5	1e-5	7.43e-4	0.636606	0.020728	0.02498	0.093986	0.003211	0.218083	3	323
PI_177374	Turkey	Cegirdigi	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.061621	1e-5	1e-5	0.028304	0.052097	0.003949	0.146744	0.024098	0.683157	1	618
PI_175704	Turkey	Pumaha	Cucurbita pepo	Sweet type pumpkin.	NA	Landrace	Europe	0.009229	1e-5	0.007232	7.98e-4	0.855852	4.8e-4	1e-5	1e-5	0.004524	0.121854	3	252
PI_177376	Turkey	Bal	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.010455	1e-5	0.033557	0.042329	0.045605	1e-5	0.185992	1e-5	0.682022	1	620
PI_230181	Turkey	NA	Cucurbita pepo	Fruits globose, sharply ribbed; color dark green, 3.5 inches in diameter; flesh light orange, about 0.66 inch thick.	NA	Landrace	Europe	1e-5	1e-5	0.881622	1e-5	0.027438	0.04036	1e-5	1e-5	0.05052	1e-5	2	465
PI_175707	Turkey	6048	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	206
PI_165047	Turkey	Dolma kabagi	Cucurbita pepo	Pumpkin.	NA	Landrace	Europe	0.060201	1e-5	1e-5	0.015665	0.579744	1e-5	0.062737	0.144769	0.012039	0.124815	3	285
PI_175709	Turkey	Dolma	Cucurbita pepo	Market, Yozgat, Yozgar.	NA	Landrace	Europe	1e-5	1e-5	0.005044	1e-5	0.413446	1e-5	0.048764	0.003742	0.005875	0.52309	3	352
PI_169448	Turkey	Sakiz Kabagi	Cucurbita pepo	Sakiz Kabagi = vegetable marrow pumpkin. Agricultural school, Cayirova, Kocaeli.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	209
PI_179268	Turkey	Skiz	Cucurbita pepo	NA	NA	Landrace	Europe	0.018074	0.010534	0.016943	1e-5	0.858482	1e-5	1e-5	1e-5	1e-5	0.095916	3	251
PI_175712	Turkey	9146	Cucurbita pepo	Dark colored type. Seed dealer, Kayseri, Kayseri.	NA	Landrace	Europe	0.010096	0.020013	0.027123	0.004266	0.219407	1e-5	0.042222	0.196714	0.07098	0.409168	1	590
PI_175713	Turkey	9544	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.049279	0.014339	0.328039	1e-5	0.016111	0.252155	0.023526	0.316522	1	652
PI_167042	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	0.079719	1e-5	0.044609	0.002732	0.597049	0.015024	0.041626	0.052753	0.157483	0.008995	3	339
PI_176532	Turkey	9564	Cucurbita pepo	Yellow type pumpkin.	NA	Landrace	Europe	0.024051	1e-5	0.001192	1e-5	0.163364	1e-5	0.052127	0.210974	0.04338	0.504882	1	601
PI_176533	Turkey	8811	Cucurbita pepo	Sweet type pumpkin.	NA	Landrace	Europe	0.009065	1e-5	0.001787	1e-5	0.733732	1e-5	1e-5	1e-5	0.071009	0.184356	3	301
PI_176535	Turkey	8857	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.003215	0.009246	1e-5	1e-5	0.045926	0.125124	0.029208	0.787241	1	579
PI_167199	Turkey	Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	211
PI_176536	Turkey	Bal	Cucurbita pepo	NA	NA	Landrace	Europe	0.00741	0.278296	0.034859	0.008516	0.125795	0.046638	0.006637	0.103629	0.020696	0.367524	1	645
PI_176537	Turkey	Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	0.011458	1e-5	0.002331	0.038651	0.336994	0.064637	1e-5	0.13637	0.008438	0.401101	1	662
PI_176538	Turkey	Dolma	Cucurbita pepo	Seed dealer, Sivas, Sivas.	NA	Landrace	Europe	0.024657	1e-5	0.03113	1e-5	0.46108	1e-5	1e-5	1e-5	1e-5	0.483072	3	355
PI_176539	Turkey	8997	Cucurbita pepo	Seed dealer, Sivas, Sivas.	NA	Landrace	Europe	0.021294	1e-5	0.024754	1e-5	0.019519	0.031888	0.068806	0.139765	0.015732	0.678222	1	621
PI_169414	Turkey	3387	Cucurbita pepo	Squash. Black type. Received as Cucurbita moschata.	NA	Landrace	Europe	1e-5	1e-5	0.038984	1e-5	0.061744	1e-5	0.105462	0.328881	1e-5	0.464879	1	611
PI_169416	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.  From agricultural school, Bornova, Izmir.	NA	Landrace	Europe	0.0475	1e-5	1e-5	0.050969	0.772878	0.004336	1e-5	0.02799	0.096287	1e-5	3	263
PI_169417	Turkey	1461	Cucurbita pepo	Seed store, Manisa, Manisa.	NA	Landrace	Europe	0.060571	0.04428	0.005576	1e-5	0.533516	0.032441	0.013853	0.167901	0.018441	0.123412	3	283
PI_176545	Turkey	Kolsus	Cucurbita pepo	NA	NA	Landrace	Europe	0.033014	1e-5	1e-5	0.004443	0.536979	1e-5	0.024682	0.147581	0.020781	0.23249	3	281
PI_169467	Turkey	3290	Cucurbita pepo	Originally from Istanbul.	NA	Landrace	Europe	1e-5	0.016249	0.043291	0.01189	1e-5	0.006514	0.015397	0.196675	0.026007	0.683958	1	625
PI_169468	Turkey	3333	Cucurbita pepo	Large type.	NA	Landrace	Europe	1e-5	1e-5	0.021166	0.011822	0.055347	1e-5	0.098982	0.316405	1e-5	0.496238	1	610
PI_169469	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	1e-5	1e-5	0.013067	1e-5	0.873621	1e-5	0.006239	1e-5	0.035276	0.071748	3	243
PI_176548	Turkey	Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.024977	0.822957	6.94e-4	1e-5	0.070761	1e-5	0.080562	3	254
PI_169473	Turkey	3517	Cucurbita pepo	Originally from Ulu Dag.	NA	Landrace	Europe	1e-5	1e-5	0.005631	1e-5	0.149724	1e-5	0.072577	0.27674	0.020758	0.47453	1	596
PI_267758	Turkey	Saki Kabagi	Cucurbita pepo	Plants vigorous, early maturing; half-runner; leaves 15-pointed; fruit cream colored, 12 ridged, 14 by 4 inches; flesh deep.  Some resistance to powdery mildew.	NA	Uncertain improvement status	Europe	1e-5	0.00316	0.003948	1e-5	0.927245	0.002792	0.015153	0.037758	1e-5	0.009914	3	219
PI_169475	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed exhibit, Adapazari, Kocaeli.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.990863	1e-5	1e-5	0.009057	1e-5	1e-5	3	202
PI_178896	Turkey	5579	Cucurbita pepo	NA	NA	Landrace	Europe	0.038349	0.013612	0.013201	0.050304	0.611419	0.043957	0.04302	0.007665	0.040329	0.138144	3	288
PI_183678	Turkey	Adana	Cucurbita pepo	NA	NA	Landrace	Europe	0.086412	1e-5	0.047953	1e-5	0.674307	1e-5	0.014633	0.060552	0.013167	0.102946	3	329
PI_176959	Turkey	Dolma	Cucurbita pepo	NA	NA	Landrace	Europe	0.066095	1e-5	0.427408	1e-5	0.290286	0.006538	0.042624	0.055547	1e-5	0.111473	3	391
PI_185033	Turkey	10912	Cucurbita pepo	Dark colored type.	NA	Landrace	Europe	0.00264	0.019963	0.014297	1e-5	0.154748	0.147582	0.074417	0.232022	1e-5	0.354312	1	666
PI_176962	Turkey	Gomleksiz	Cucurbita pepo	Seeds without hull and oily.  Seed dealer, Konya, Konya.	NA	Landrace	Europe	0.006808	0.024475	1e-5	1e-5	0.334898	0.023249	0.031318	0.277833	1e-5	0.301388	1	655
PI_176964	Turkey	Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.014762	1e-5	0.836879	1e-5	1e-5	0.039844	0.053116	0.055349	3	240
PI_176965	Turkey	Bal	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.062117	0.01553	0.053479	0.010328	1e-5	0.376327	0.069103	0.413087	1	606
PI_177369	Turkey	4394	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.014655	1e-5	0.774126	1e-5	1e-5	1e-5	0.044852	0.166307	3	302
PI_171627	Turkey	Erken	Cucurbita pepo	NA	NA	Landrace	Europe	8.47e-4	0.007295	0.017232	1e-5	0.784107	1e-5	1e-5	0.007901	0.05319	0.129399	3	261
PI_171628	Turkey	6962	Cucurbita pepo	Dark-colored type.	NA	Landrace	Europe	1e-5	1e-5	0.030565	0.047719	0.03569	1e-5	0.043747	0.153455	0.017744	0.67105	1	622
PI_177375	Turkey	Bal	Cucurbita pepo	NA	NA	Landrace	Europe	0.043373	0.094476	0.055576	0.024876	0.21665	0.08118	0.012695	0.084444	0.063983	0.322748	1	647
PI_171631	Turkey	7059	Cucurbita pepo	Sweet type.	NA	Landrace	Europe	1e-5	1e-5	0.023392	1e-5	0.740034	0.004701	0.001263	0.051159	0.028438	0.150983	3	333
PI_169443	Turkey	Tezce	Cucurbita pepo	Early type. From garden of Ali Kucuk Kirca, Bergama.	NA	Landrace	Europe	0.045432	1e-5	0.019004	0.005258	0.90357	1e-5	0.021942	1e-5	1e-5	0.004753	3	214
PI_169459	Turkey	2867	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.059765	1e-5	0.401963	1e-5	3.98e-4	1e-5	0.013025	0.524799	3	351
PI_178897	Turkey	5585	Cucurbita pepo	Fruit dark colored.	NA	Landrace	Europe	1e-5	1e-5	0.043043	0.038128	0.226117	0.04357	0.051703	0.15492	0.008094	0.434405	1	592
PI_178898	Turkey	9659	Cucurbita pepo	NA	NA	Landrace	Europe	3.84e-4	0.028567	0.020454	0.007419	0.211666	0.00117	0.044683	0.184246	0.009319	0.492091	1	602
PI_172857	Turkey	Dolma	Cucurbita pepo	NA	NA	Landrace	Europe	0.025427	0.026013	0.010614	1e-5	0.717704	0.038409	1e-5	1e-5	0.004645	0.177158	3	300
PI_172858	Turkey	7434	Cucurbita pepo	Fruit dark colored.	NA	Landrace	Europe	0.054483	0.040414	0.007308	1e-5	1e-5	1e-5	0.030744	0.159432	0.0237	0.683888	1	624
PI_179269	Turkey	5015	Cucurbita pepo	NA	NA	Landrace	Europe	0.006736	1e-5	0.016343	1e-5	0.586955	1e-5	0.024931	0.055777	0.0522	0.257028	3	360
PI_179270	Turkey	5911	Cucurbita pepo	NA	NA	Landrace	Europe	0.009042	1e-5	0.047072	0.03722	0.192042	0.029679	0.07575	0.214392	1e-5	0.394783	1	591
PI_179271	Turkey	6033	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.005641	0.034908	0.646738	1e-5	0.008929	0.085239	0.011195	0.207319	3	321
PI_169453	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Seed store, Babaeski, Kirklareli.	NA	Landrace	Europe	1e-5	1e-5	0.015348	1e-5	0.73862	0.025586	0.004956	0.071996	0.019268	0.124195	3	331
PI_179274	Turkey	10105	Cucurbita pepo	Common type.	NA	Landrace	Europe	1e-5	1e-5	0.018735	1e-5	0.835938	1e-5	0.024454	1e-5	0.03311	0.087713	3	258
PI_176534	Turkey	Amasya	Cucurbita pepo	Seed dealer, Amasya.  Originally from Amasya, Amasya.	NA	Landrace	Europe	1e-5	0.065378	0.069758	1.1e-5	0.825728	1e-5	1e-5	0.014718	1e-5	0.024368	3	230
PI_172870	Turkey	8232	Cucurbita pepo	Seed dealer, Urfa, Urfa.	NA	Landrace	Europe	0.037189	1e-5	0.014572	1e-5	0.898978	3.4e-4	1e-5	1e-5	1e-5	0.048871	3	233
PI_169458	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	0.063727	1e-5	0.02256	0.012678	0.381849	1e-5	0.02053	1e-5	0.018483	0.480143	3	350
PI_267759	Turkey	Murdurlugu	Cucurbita pepo	Plants vigorous, bush type, early maturing; fruit cream orange, oblong, 10-ridged, 18 by 4 inches; flesh deep; seed cavity small. Susceptible to powdery mildew.	NA	Uncertain improvement status	Europe	0.013603	1e-5	0.00341	1e-5	0.469168	0.013177	0.016861	1e-5	0.021718	0.462033	3	358
PI_169460	Turkey	Sakiz Kabak	Cucurbita pepo	Kabak = pumpkin/squash. Mayor's garden, Canakkale.	NA	Landrace	Europe	0.003016	1e-5	0.006578	1e-5	0.954696	1e-5	0.012942	1e-5	0.022718	1e-5	3	197
PI_169461	Turkey	2948	Cucurbita pepo	NA	NA	Landrace	Europe	0.062555	0.023571	0.052485	1e-5	0.322586	1e-5	0.014066	0.028228	0.060329	0.436161	3	348
PI_172875	Turkey	Mentise	Cucurbita pepo	Seed dealer, Elazig, Elazig.	NA	Landrace	Europe	1e-5	0.021544	0.032975	0.030172	0.351252	1e-5	0.017434	0.206233	0.008648	0.331723	1	650
PI_169463	Turkey	3103	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.024846	0.025512	0.105915	0.037886	0.077961	0.220444	1e-5	0.507407	1	598
PI_169464	Turkey	Kara Kabak	Cucurbita pepo	Black type. Kabak = pumpkin/squash.	NA	Landrace	Europe	0.037352	1e-5	0.005964	1e-5	0.08368	1e-5	0.081832	0.153595	1e-5	0.637537	1	634
PI_173683	Turkey	7984	Cucurbita pepo	Sweet type.	NA	Landrace	Europe	0.04173	1e-5	1e-5	0.075823	0.186162	1e-5	1e-5	0.051186	0.041293	0.603766	1	615
PI_169465	Turkey	Dolmalik	Cucurbita pepo	Originally from Calova.	NA	Landrace	Europe	1e-5	1e-5	0.001302	1e-5	0.689786	0.013795	0.056905	0.039589	0.038983	0.15961	3	314
PI_176546	Turkey	Dolmalik	Cucurbita pepo	Market, Aksehir, Konya.	NA	Landrace	Europe	0.038698	1e-5	1e-5	1e-5	0.722253	1e-5	0.016899	0.060164	0.007734	0.154212	3	334
PI_182199	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.014643	1e-5	0.665786	1e-5	0.035581	1e-5	0.022497	0.261443	3	308
PI_182200	Turkey	10442	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.032979	0.027951	1e-5	0.084798	1e-5	0.008654	0.248308	1e-5	0.597269	1	630
PI_169423	Turkey	Bahce	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.023501	0.800259	1e-5	0.023671	1e-5	0.059032	0.093487	3	259
PI_182202	Turkey	10575	Cucurbita pepo	NA	NA	Landrace	Europe	0.048603	1e-5	1e-5	1e-5	0.90881	1e-5	1e-5	1e-5	1e-5	0.042517	3	234
PI_171633	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.00311	0.007666	0.001854	0.854309	1e-5	0.022717	0.001996	0.008677	0.099651	3	250
PI_171635	Turkey	Dolmalik	Cucurbita pepo	Seed store, Kars, Kars. Originally from Amasya.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.024449	0.807801	0.00314	0.02066	0.039802	0.018973	0.085145	3	255
PI_171636	Turkey	7041	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	1e-5	1e-5	0.017788000000000002	0.146475	0.034733	0.800944	1	581
PI_185032	Turkey	10910	Cucurbita pepo	Sweet type.	NA	Landrace	Europe	1e-5	1e-5	0.020753	1e-5	0.581286	0.001702	0.038687	1e-5	0.022409	0.335124	3	363
PI_206426	Turkey	879	Cucurbita pepo	NA	NA	Landrace	Europe	0.03957	0.020797	0.012875	1e-5	0.610061	1e-5	1e-5	1e-5	0.060343	0.256314	3	362
PI_179267	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	0.015318	1e-5	0.010667	1e-5	0.709605	1e-5	0.025671	0.069502	0.041011	0.128196	3	335
PI_172860	Turkey	7519	Cucurbita pepo	Sweet type.	NA	Landrace	Europe	0.012177	1e-5	0.038956	1e-5	0.513296	0.017573	1e-5	0.015633	0.033349	0.368986	3	368
PI_172861	Turkey	Dolmalik	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	0.005732	1e-5	0.661433	0.032412	0.017951	0.021158	0.036677	0.224607	3	311
PI_344359	Turkey	Gririt	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.280554	0.023643	0.043674	1e-5	0.652069	1e-5	5	176
PI_171626	Turkey	Dolmalik	Cucurbita pepo	Seedsman, Tokat, Tokat.	NA	Landrace	Europe	3.57e-4	1e-5	1e-5	1e-5	0.742127	0.011463	1e-5	0.065555	0.032205	0.148252	3	332
PI_199015	Turkey	Selection from PI 172853	Cucurbita pepo	Separation from Cucurbita maxima, PI 172853.	NA	Landrace	Europe	0.037137	1e-5	1e-5	1e-5	0.014628	1e-5	0.049074	0.216393	0.135312	0.547416	1	626
PI_171629	Turkey	6976	Cucurbita pepo	Seed dealer Unye, Ordu.	NA	Landrace	Europe	0.002211	0.025199	0.034668	1e-5	0.047562	0.004121	1e-5	0.134862	0.05828	0.693076	1	623
PI_204694	Turkey	179	Cucurbita pepo	Kayseri bazaar.	NA	Landrace	Europe	1e-5	1e-5	0.01006	1e-5	0.702064	1e-5	1e-5	1e-5	0.039672	0.248144	3	306
PI_172871	Turkey	Dolmalik	Cucurbita pepo	Seed dealer, Urfa, Urfa.	NA	Landrace	Europe	0.01504	1e-5	0.003124	1e-5	0.869706	1e-5	0.025051	0.048712	0.008523	0.029814	3	238
PI_172872	Turkey	Dolma	Cucurbita pepo	NA	NA	Landrace	Europe	0.055906	1e-5	0.385059	1e-5	0.240248	0.034143	0.076559	0.048966	0.003616	0.155483	3	392
PI_172873	Turkey	Dolma	Cucurbita pepo	Seedsman, Maras, Maras.	NA	Landrace	Europe	0.039919	1e-5	0.133868	1e-5	0.24473	0.007714	0.058357	0.105331	0.016662	0.3934	1	648
PI_172406	Turkey	Dolmalik	Cucurbita pepo	Agricultural agent, Bayburt, Gumusane.	NA	Landrace	Europe	0.01956	1e-5	0.004456	1e-5	0.67749	0.005808	0.015147	1e-5	1e-5	0.277499	3	309
PI_344356	Turkey	Kolu Kara Kabak	Cucurbita pepo	Kabak = pumpkin/squash.	NA	Landrace	Europe	0.001035	0.054685	9.84e-4	6.64e-4	0.3106	0.059081	1e-5	0.210787	0.04095	0.321204	1	660
PI_173680	Turkey	7873	Cucurbita pepo	Governer's garden, Hakari, Hakari.	NA	Landrace	Europe	1e-5	1e-5	0.065808	0.001021	0.395327	1e-5	1e-5	0.252822	1e-5	0.284971	1	653
PI_173681	Turkey	Yumurta	Cucurbita pepo	Fruits 2 inches in diameter. Many fruit per plant.  Received as Cucurbita pepo var. ovifera.	NA	Landrace	Europe	1e-5	1e-5	0.887574	0.005422	1e-5	0.054203	0.023938	0.028813	1e-5	1e-5	2	467
PI_176544	Turkey	9275	Cucurbita pepo	Grain market, Ereyli, Konya.  Originally from Mersin, Icel.	NA	Landrace	Europe	0.01098	1e-5	1e-5	1e-5	0.10127800000000001	0.028322	0.061892	0.312896	1e-5	0.484593	1	609
PI_344358	Turkey	Kose Seker	Cucurbita pepo	NA	NA	Landrace	Europe	0.034716	1e-5	0.284016	1e-5	0.4546	0.026168	0.047226	0.018984	1e-5	0.134259	3	387
PI_172866	Turkey	7792	Cucurbita pepo	Sweet type. From seed dealer, Van, Van.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	207
PI_172867	Turkey	Dolmalik	Cucurbita pepo	From seed dealer, Mardin, Mardin.	NA	Landrace	Europe	0.010217	1e-5	0.023098	1e-5	0.06672	0.02219	0.030604	0.189965	0.078882	0.578304	1	629
PI_172868	Turkey	8129	Cucurbita pepo	Fruit dark-colored. From seed dealer, Mardin, Mardin.	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.99991	1e-5	1e-5	1e-5	1e-5	1e-5	3	208
PI_169456	Turkey	Kestane	Cucurbita pepo	Seed store, Luleburgaz, Kirklareli.	NA	Landrace	Europe	1e-5	1e-5	0.025001	1e-5	0.180552	0.056497	0.046631	0.307669	0.114664	0.268956	1	665
PI_176549	Turkey	Dolmalik	Cucurbita pepo	Seed dealer, Kutahya, Kutahya.	NA	Landrace	Europe	1e-5	0.01249	1e-5	1e-5	0.79048	0.013014	0.030426	0.043898	1e-5	0.109652	3	253
PI_182203	Turkey	10653	Cucurbita pepo	NA	NA	Landrace	Europe	0.085036	1e-5	0.147587	0.007789	0.464304	0.042135	0.009252	1e-5	1e-5	0.243866	3	370
PI_204696	Turkey	423	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe	0.006533	1e-5	0.033121	1e-5	0.674233	1e-5	1.7e-5	1e-5	1e-5	0.286046	3	310
PI_344354	Turkey	Sakiz	Cucurbita pepo	NA	NA	Landrace	Europe	1e-5	0.007713	0.006688	1e-5	0.890262	1e-5	1e-5	0.015565	0.026081	0.05365	3	246
PI_175708	Turkey	6066	Cucurbita pepo	Sweet type.	NA	Landrace	Europe	0.039998	1e-5	0.075716	0.029197	0.546951	0.009272	0.045635	0.012417	1e-5	0.240793	3	359
PI_204698	Turkey	432	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe	1e-5	1e-5	0.031651	1e-5	0.457769	0.065646	0.012424	0.044825	0.024725	0.362929	3	375
PI_206956	Turkey	741	Cucurbita pepo	Bazaar, Giresun.	NA	Landrace	Europe	1e-5	1e-5	1e-5	0.045818	0.917669	1e-5	1e-5	1e-5	1e-5	0.036443	3	222
PI_206957	Turkey	945	Cucurbita pepo	Harasi Farm, Eskisehir.	NA	Landrace	Europe	1e-5	1e-5	0.030467	1e-5	0.744108	1e-5	1e-5	0.016873	0.033407	0.175095	3	303
PI_182201	Turkey	Dolma	Cucurbita pepo	NA	NA	Landrace	Europe	0.027177	1e-5	0.010594	1e-5	0.516942	0.053775	0.008221	0.166542	0.014322	0.202407	3	282
PI_182198	Turkey	Kundur	Cucurbita pepo	NA	NA	Landrace	Europe	0.074092	0.006258	0.159278	1e-5	0.420054	0.048073	0.007166	0.009171	1e-5	0.275888	3	369
PI_175714	Turkey	Acir	Cucurbita pepo	NA	NA	Landrace	Europe	0.036285	1e-5	1e-5	1e-5	0.842489	1e-5	0.050167	0.028966	1e-5	0.042043	3	239
PI_406678	Turkey	NA	Cucurbita pepo	Thin skinned (skinless).	NA	Landrace	Europe	1e-5	1e-5	1e-5	1e-5	0.114723	0.008898	0.095618	0.183904	0.006129	0.590687	1	636
PI_204697	Turkey	431	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe	1e-5	0.015075	0.017781	1e-5	0.619813	1e-5	0.045215	0.049684	0.041078	0.211324	3	318
PI_267756	Turkey	Dolma	Cucurbita pepo	Accession PI 174167 received as mixture of Cucumis sativus and Cucurbita pepo - C. pepo given new number.  Plants vigorous, midseason variety, much branched; vines to 20 feet long; fruit deep tan, bowling pin or pear shaped; rind hard; good keeper, excellent quality.	NA	Uncertain improvement status	Europe	1e-5	1e-5	0.323715	1e-5	0.355698	0.053786	0.016228	0.021537	0.028532	0.200474	3	395
PI_204695	Turkey	419	Cucurbita pepo	Malatya bazaar.	NA	Landrace	Europe	1e-5	1e-5	0.004542	1e-5	0.603079	1e-5	1e-5	1e-5	1e-5	0.392309	3	365
