accession_id	removed	country	accession_name	taxonomy	improvement_status	cultivar_class	narrative	region	1	2	3	4	5	6	grp	pos
PI_141665		Iran	No. 5927	Cucurbita maxima	NA	NA	Small, immature fruits, both round and elongate.	Asia	0.673934	0.326026	1E-05	1E-05	1E-05	1E-05	2	375
PI_141667		Iran	Kaduekombar	Cucurbita maxima	NA	NA	NA	Asia	0.595811	0.329939	0.056001	0.018229	1E-05	1E-05	5	171
PI_141648		Iran	Kaduehaluai	Cucurbita maxima	NA	NA	NA	Asia	0.130973	0.868987	1E-05	1E-05	1E-05	1E-05	5	157
PI_458741		Paraguay	TWW-107	Cucurbita maxima	NA	NA	Seeds medium-sized, white. From  Manjuy Indians. Local name Zapallo.	South/Latin America	0.02175	1E-05	0.094612	0.525383	0.338533	0.019711	1	422
PI_458742		Paraguay	TWW-108	Cucurbita maxima	NA	NA	Seeds small, white. From Manjuy Indians. Local name Zapallo.	South/Latin America	1E-05	1E-05	0.05092	0.567611	0.314703	0.066746	1	421
PI_475748		Paraguay	TWW-112	Cucurbita maxima	NA	NA	Plants grown by Manjuy Indians for centuries, endemic. Seeds small, white. Local name Zapallo.	South/Latin America	0.063269	1E-05	0.052508	0.55385	0.330354	1E-05	1	423
PI_475749		Paraguay	TWW-113	Cucurbita maxima	NA	NA	Plants grown by Manjuy Indians for centuries, endemic. Seeds medium-sized, white. Local name Zapallo.	South/Latin America	0.06919	1E-05	1E-05	0.545528	0.385252	1E-05	1	419
PI_162890		Paraguay	No. 242	Cucurbita maxima	NA	NA	NA	South/Latin America	0.144733	1E-05	1E-05	0.464797	0.336541	0.053909	1	418
PI_224670		Turkey	Balkabagi	Cucurbita maxima	NA	NA	An orange turban squash.	Europe	0.057201	0.233121	0.107012	0.279648	1E-05	0.323008	5	110
PI_178893		Turkey	No. 9682	Cucurbita maxima	NA	NA	NA	Europe	0.430289	0.207227	0.03164	1E-05	0.078367	0.252468	5	155
PI_178892		Turkey	No. 9679	Cucurbita maxima	NA	NA	NA	Europe	0.327771	0.170267	1E-05	1E-05	1E-05	0.501933	3	294
PI_165077		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.326932	0.113199	0.068499	0.298387	1E-05	0.192973	5	127
PI_165001		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.273463	0.241041	1E-05	0.138797	0.000865	0.345825	5	137
PI_179265		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.473722	0.164548	1E-05	1E-05	1E-05	0.3617	5	149
PI_178894		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.301931	0.357235	1E-05	1E-05	1E-05	0.340804	5	135
PI_178890		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.335541	0.211642	1E-05	0.372329	1E-05	0.080468	5	122
PI_199033		Turkey	No. 10624	Cucurbita maxima	NA	NA	NA	Europe	0.565383	0.012502	1E-05	0.087753	1E-05	0.334342	2	350
PI_164999		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.472546	0.045742	1E-05	1E-05	0.058509	0.423182	5	141
PI_265555		Turkey	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Europe	0.166079	0.555251	1E-05	0.115647	1E-05	0.163004	5	182
PI_165027		Turkey	Kestane Kabak	Cucurbita maxima	NA	NA	NA	Europe	0.19907	0.148061	0.026289	0.357046	1E-05	0.269524	5	125
PI_169419		Turkey	No. 1475	Cucurbita maxima	NA	NA	NA	Europe	0.685005	0.07557	1E-05	1E-05	0.118326	0.121079	2	361
PI_178891		Turkey	No. 9670	Cucurbita maxima	NA	NA	NA	Europe	0.259677	0.15184	1E-05	0.252755	0.079861	0.255856	5	124
PI_164995		Turkey	Citili Kabak	Cucurbita maxima	NA	NA	NA	Europe	0.391197	0.126459	1E-05	0.016122	1E-05	0.466202	5	144
PI_165005		Turkey	Beyazbal	Cucurbita maxima	NA	NA	NA	Europe	0.291263	0.243065	0.013758	1E-05	0.056234	0.395671	5	139
PI_169455		Turkey	Kara Kabak	Cucurbita maxima	NA	NA	NA	Europe	0.298655	1E-05	1E-05	0.111241	0.043045	0.547039	3	292
PI_173679		Turkey	No. 8611	Cucurbita maxima	NA	NA	NA	Europe	0.477776	0.069165	1E-05	1E-05	0.049052	0.403987	5	140
PI_175701		Turkey	No. 9124	Cucurbita maxima	NA	NA	NA	Europe	0.598017	0.022973	1E-05	0.024269	1E-05	0.354721	2	354
PI_175703		Turkey	Kedi	Cucurbita maxima	NA	NA	NA	Europe	0.635539	0.087701	0.005422	0.036196	1E-05	0.235132	2	343
PI_171624		Turkey	No. 6724	Cucurbita maxima	NA	NA	NA	Europe	0.618652	1E-05	1E-05	1E-05	0.100635	0.280683	2	347
PI_172853		Turkey	No. 7386	Cucurbita maxima	NA	NA	NA	Europe	0.769132	1E-05	0.011026	1E-05	0.147759	0.072064	2	363
PI_172854		Turkey	No. 7404	Cucurbita maxima	NA	NA	NA	Europe	0.55413	0.035975	0.023599	0.018598	0.111993	0.255705	2	348
PI_172869		Turkey	No. 8145	Cucurbita maxima	NA	NA	NA	Europe	0.892265	1E-05	1E-05	0.019366	1E-05	0.088338	2	302
PI_169440		Turkey	No. 2188	Cucurbita maxima	NA	NA	NA	Europe	0.792806	1E-05	0.04072	1E-05	1E-05	0.166443	2	317
PI_230180		Turkey	No Known Plant ID	Cucurbita maxima	NA	NA	Fruit flat, ribbed, about 14 inches in diameter; color brownish-gray; flesh deep orange, about 2 inches thick; late maturing.	Europe	0.456376	1E-05	0.053728	0.383176	0.065715	0.040995	2	331
PI_174191		Turkey	No. 8448	Cucurbita maxima	NA	NA	NA	Europe	0.611495	0.011118	1E-05	0.075312	1E-05	0.302055	2	351
PI_175698		Turkey	No. 6023	Cucurbita maxima	NA	NA	NA	Europe	0.855316	1E-05	1E-05	1E-05	1E-05	0.144644	2	318
PI_171614		Turkey	No. 6542	Cucurbita maxima	NA	NA	NA	Europe	0.4457	0.247032	1E-05	1E-05	0.050495	0.256754	5	156
PI_171615		Turkey	No. 6543	Cucurbita maxima	NA	NA	NA	Europe	0.303553	0.339274	1E-05	1E-05	1E-05	0.357143	5	136
PI_171616		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.401281	0.138941	1E-05	0.073244	0.089791	0.296733	5	153
PI_169407		Turkey	Kabak Beyaz	Cucurbita maxima	NA	NA	NA	Europe	0.598067	1E-05	1E-05	0.156299	1E-05	0.245604	2	339
PI_169406		Turkey	Kabak Helvaci	Cucurbita maxima	NA	NA	NA	Europe	0.603461	0.212485	1E-05	0.004137	1E-05	0.179896	2	369
PI_177367		Turkey	No. 6266	Cucurbita maxima	NA	NA	NA	Europe	0.163639	0.745251	1E-05	1E-05	1E-05	0.091079	5	158
PI_178889		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.192922	0.556189	1E-05	1E-05	1E-05	0.250859	5	183
PI_169411		Turkey	Kestane Kabagi	Cucurbita maxima	NA	NA	NA	Europe	0.580879	0.065291	0.074553	0.098569	0.180698	1E-05	2	359
PI_199031		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.613927	0.060669	1E-05	1E-05	1E-05	0.325374	2	355
PI_169439		Turkey	Galle Kabak	Cucurbita maxima	NA	NA	NA	Europe	0.490819	0.093501	1E-05	0.102651	0.0208	0.292219	2	357
PI_164988		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.202902	1E-05	0.486717	0.184244	0.126117	1	417
PI_198672		Turkey	Balkabaghi	Cucurbita maxima	NA	NA	NA	Europe	0.06414	0.180531	0.10022	0.458699	1E-05	0.1964	5	108
PI_171617		Turkey	Cerkez	Cucurbita maxima	NA	NA	NA	Europe	0.595488	0.165971	1E-05	0.040298	1E-05	0.198223	2	366
PI_199032		Turkey	Sitaphal	Cucurbita maxima	NA	NA	NA	Europe	0.620725	0.077101	1E-05	0.042623	0.010114	0.249427	2	344
PI_169471		Turkey	No. 3397	Cucurbita maxima	NA	NA	NA	Europe	0.55834	1E-05	0.062616	0.036326	0.059439	0.283269	2	349
PI_176530		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.330096	0.125761	0.057031	0.183557	1E-05	0.303544	5	147
PI_176960		Turkey	Kus	Cucurbita maxima	NA	NA	NA	Europe	0.894056	1E-05	1E-05	1E-05	1E-05	0.105904	2	301
PI_177366		Turkey	No. 4954	Cucurbita maxima	NA	NA	NA	Europe	0.372582	0.144134	1E-05	0.003368	0.016489	0.463417	5	145
PI_120440		Turkey	No. 3249	Cucurbita maxima	NA	NA	NA	Europe	0.267989	0.009946	1E-05	0.549822	0.172223	1E-05	1	408
PI_174181		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.82613	1E-05	1E-05	1E-05	1E-05	0.17383	2	319
PI_176529		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.340563	0.220224	1E-05	1E-05	1E-05	0.439183	5	138
PI_109277		Turkey	No. T-282	Cucurbita maxima	NA	NA	NA	Europe	0.112633	0.115099	1E-05	0.772238	1E-05	1E-05	1	394
PI_182195		Turkey	No. 10427	Cucurbita maxima	NA	NA	NA	Europe	0.436098	0.407171	0.034234	0.060767	1E-05	0.061719	5	179
PI_169466		Turkey	No. 3284	Cucurbita maxima	NA	NA	NA	Europe	0.58826	0.163538	1E-05	1E-05	0.058668	0.189515	2	365
PI_169433		Turkey	No. 1960	Cucurbita maxima	NA	NA	NA	Europe	0.663334	0.174327	1E-05	1E-05	1E-05	0.162308	2	367
PI_176528		Turkey	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe	0.492633	0.395477	0.018484	0.003462	1E-05	0.089933	5	180
PI_183679		Turkey	Tevriv	Cucurbita maxima	NA	NA	NA	Europe	0.480593	0.1799	0.03569	1E-05	0.043443	0.260363	5	151
PI_171618		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.463052	0.204341	1E-05	0.033549	0.069021	0.230028	5	154
PI_169405		Turkey	Bal Kabagi	Cucurbita maxima	NA	NA	NA	Europe	0.601661	1E-05	0.055078	1E-05	1E-05	0.343231	2	353
PI_176527		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.405568	0.319898	0.033577	1E-05	0.009602	0.231346	5	134
PI_177365		Turkey	Helvaci	Cucurbita maxima	NA	NA	NA	Europe	0.318292	0.465217	0.027277	0.017759	1E-05	0.171445	5	181
PI_169404		Turkey	Kestane	Cucurbita maxima	NA	NA	NA	Europe	0.648939	0.099036	1E-05	1E-05	0.020742	0.231263	2	342
PI_181911		Syria	Hama No. 10	Cucurbita maxima	NA	NA	NA	Arab States	0.99995	1E-05	1E-05	1E-05	1E-05	1E-05	2	305
PI_179272		Syria	No. 9798	Cucurbita maxima	NA	NA	NA	Arab States	0.948249	1E-05	1E-05	0.009743	1E-05	0.041979	2	307
PI_534548		Syria	OA 278	Cucurbita maxima	Cultivated	NA	NA	Arab States	0.97472	1E-05	1E-05	1E-05	0.02524	1E-05	2	308
PI_534607		Syria	OD 10420	Cucurbita maxima	Cultivated	NA	NA	Arab States	0.99995	1E-05	1E-05	1E-05	1E-05	1E-05	2	304
PI_534550		Syria	OA 314	Cucurbita maxima	Cultivated	NA	NA	Arab States	0.928336	1E-05	1E-05	1E-05	0.071624	1E-05	2	311
PI_534547		Syria	OA 265	Cucurbita maxima	Cultivated	NA	NA	Arab States	0.920097	1E-05	1E-05	1E-05	0.079863	1E-05	2	313
PI_534612		Syria	OD 10569	Cucurbita maxima	Cultivated	NA	NA	Arab States	0.977209	0.022751	1E-05	1E-05	1E-05	1E-05	2	303
PI_534616		Syria	OM 10372	Cucurbita maxima	Cultivated	NA	NA	Arab States	0.952036	1E-05	1E-05	1E-05	0.047924	1E-05	2	309
PI_181943		Syria	Homs No. 8	Cucurbita maxima	NA	NA	NA	Arab States	0.85597	0.037413	1E-05	0.048341	0.011889	0.046377	2	298
PI_181877		Syria	Aleppo No. 11	Cucurbita maxima	NA	NA	NA	Arab States	0.934405	1E-05	1E-05	1E-05	0.065555	1E-05	2	310
PI_181879		Syria	Aleppo No. 44	Cucurbita maxima	NA	NA	NA	Arab States	0.746328	0.041007	1E-05	1E-05	1E-05	0.212635	2	341
PI_181751		Syria	No. 9739	Cucurbita maxima	NA	NA	NA	Arab States	0.99995	1E-05	1E-05	1E-05	1E-05	1E-05	2	306
PI_183259		Saudi Arabia	No. 2	Cucurbita maxima	NA	NA	NA	Arab States	0.907869	1E-05	1E-05	1E-05	0.092091	1E-05	2	312
PI_186488		Africa	No Known Pland ID	Cucurbita maxima	NA	NA	NA	Africa	0.107957	0.073782	0.208882	0.477938	0.020377	0.111063	1	453
PI_188694		Africa	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Africa	0.59449	1E-05	0.027308	1E-05	1E-05	0.378172	2	352
PI_194268		Ethiopia	No. 9062	Cucurbita maxima	NA	NA	NA	Africa	0.700923	0.054436	1E-05	1E-05	1E-05	0.244611	2	340
PI_195929		Ethiopia	No. 9902	Cucurbita maxima	NA	NA	NA	Africa	0.511157	0.110289	1E-05	1E-05	0.075781	0.302753	5	150
PI_193500		Ethiopia	No. 8751	Cucurbita maxima	NA	NA	NA	Africa	0.269842	0.314257	0.066855	0.191283	1E-05	0.157754	5	130
PI_628618		Ethiopia	2122	Cucurbita maxima	Uncertain	NA	Split from PI 273656 because of different species identification.	Africa	0.582903	0.152042	0.006074	0.128288	0.044292	0.086401	2	380
PI_273654		Ethiopia	2049	Cucurbita maxima	NA	NA	NA	Africa	0.550844	1E-05	0.045639	1E-05	0.189487	0.21401	2	346
PI_409734		South Africa	No. 1937	Cucurbita maxima	NA	NA	NA	Africa	0.090986	0.024879	1E-05	0.884105	1E-05	1E-05	1	392
PI_295342		Australia	Butter Pumpkin	Cucurbita maxima	NA	NA	NA	Australia	0.130878	1E-05	1E-05	0.869082	1E-05	1E-05	1	390
PI_289699		Australia	Crown Prince	Cucurbita maxima	NA	NA	NA	Australia	1E-05	0.028285	0.023382	0.653552	0.253643	0.041128	1	425
PI_218072		Pakistan	Alva Kadu	Cucurbita maxima	NA	NA	Large red pumpkin.	Asia	0.721012	1E-05	0.068824	1E-05	0.210134	1E-05	2	362
PI_135893		Pakistan	No. 5088	Cucurbita maxima	NA	NA	Fruit subglobose, 17 inches long, rind salmon, with deeply indented ribs; flesh salmon, 2.75 inches thick, and incipid.	Asia	0.786518	1E-05	0.050801	0.03548	0.119962	0.007229	2	364
PI_135892		Pakistan	No. 5087	Cucurbita maxima	NA	NA	Fruit flattened, 17 by 9 inches; rind Chinese red, deeply indented ribs; flesh orange, 2 to 3 inches thick, and insipid.	Asia	0.506541	0.001153	1E-05	0.125808	0.080441	0.286046	2	356
PI_135889		Pakistan	No. 5084	Cucurbita maxima	NA	NA	Fruit subglobose, 15 inches long, faintly ribbed, creamy white; flest pale orange, 1.5 to 2.5 inches thick, and incipid.	Asia	0.776484	0.075175	0.073064	0.075257	1E-05	1E-05	2	320
PI_265559		Pakistan	Formerly PI 219694	Cucurbita maxima	NA	NA	NA	Asia	0.777251	0.152483	0.002698	0.067548	1E-05	1E-05	2	372
PI_267749		United Kingdom	'Turk's Cap Pumpkin'	Cucurbita maxima	NA	NA	Plants medium vigor, early maturing; fruit reddish orange, rough, 6 by 9 inches, convex swelling at blossom end.	Europe	1E-05	0.046875	1E-05	0.953085	1E-05	1E-05	1	395
PI_298036		Austria	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Europe	0.069468	0.003172	0.039872	0.03901	0.572295	0.276182	6	21
PI_184745		Austria	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Europe	0.205123	0.204041	1E-05	0.131283	1E-05	0.459533	3	291
PI_357876		Macedonia	Vojnicka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.328484	1E-05	1E-05	1E-05	0.671476	3	283
PI_368577		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.159241	0.011256	0.003255	1E-05	0.826228	3	265
PI_368561		Macedonia	Bela Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.040957	0.069088	0.020051	0.572008	1E-05	0.297885	5	106
PI_370453		Macedonia	Penceka Lokalna	Cucurbita maxima	NA	NA	NA	Europe	0.06871	0.146542	1E-05	1E-05	1E-05	0.784718	3	261
PI_357889		Macedonia	Stracinska Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.032218	1.9E-05	0.080159	1E-05	0.034945	0.852649	3	245
PI_357890		Macedonia	Pencenka	Cucurbita maxima	NA	NA	NA	Europe	0.059147	0.085293	0.015772	1E-05	0.010206	0.829573	3	243
PI_379304		Macedonia	Balka	Cucurbita maxima	NA	NA	NA	Europe	0.270592	0.175755	1E-05	1E-05	1E-05	0.553623	3	293
PI_357911		Macedonia	Pecenka Od Rastak	Cucurbita maxima	NA	NA	NA	Europe	0.115845	0.146196	1E-05	0.040808	1E-05	0.697131	3	255
PI_368567		Macedonia	Pecneka	Cucurbita maxima	NA	NA	NA	Europe	0.053211	0.256759	0.012176	0.061848	1E-05	0.615997	3	287
PI_370452		Macedonia	Golema	Cucurbita maxima	NA	NA	NA	Europe	0.170932	0.104405	0.010263	1E-05	1E-05	0.71438	3	259
PI_357880		Macedonia	Siva Stambolka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.012457	1E-05	1E-05	1E-05	0.987503	3	224
PI_357898		Macedonia	Amzibegovska	Cucurbita maxima	NA	NA	NA	Europe	0.10349	0.125801	1E-05	1E-05	0.015164	0.755525	3	250
PI_370460		Macedonia	Pecenka Mestna	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.083932	1E-05	1E-05	1E-05	0.916028	3	232
PI_357896		Macedonia	Kumanovska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.141897	0.033386	1E-05	1E-05	0.824687	3	264
PI_357888		Macedonia	Bela Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.071252	0.089729	1E-05	1E-05	1E-05	0.838989	3	242
PI_379294		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.023985	1E-05	0.06378	1E-05	1E-05	0.912205	3	246
PI_368582		Macedonia	Stambolka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.088573	1E-05	1E-05	1E-05	0.911387	3	231
PI_357912		Macedonia	Stambolka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.269356	1E-05	1E-05	1E-05	0.730604	3	274
PI_370457		Macedonia	Kolacarka	Cucurbita maxima	NA	NA	NA	Europe	0.079318	0.11717	1E-05	0.046422	1E-05	0.757069	3	253
PI_357897		Macedonia	Vezenka	Cucurbita maxima	NA	NA	NA	Europe	0.053185	0.119094	0.032265	1E-05	1E-05	0.795436	3	260
PI_357891		Macedonia	UKRASNA CALMA	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.99995	1E-05	1E-05	1E-05	1E-05	5	164
PI_379303		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	1E-05	1E-05	1E-05	1E-05	0.99995	3	228
PI_357875		Macedonia	Kumanovska	Cucurbita maxima	NA	NA	NA	Europe	0.039894	0.154073	1E-05	0.005003	1E-05	0.801011	3	263
PI_357899		Macedonia	Zrnovska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	1E-05	1E-05	1E-05	1E-05	0.99995	3	229
PI_368575		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.320228	1E-05	1E-05	1E-05	0.679732	3	282
PI_357882		Macedonia	Krusovidna	Cucurbita maxima	NA	NA	NA	Europe	0.078654	0.30671	1E-05	1E-05	1E-05	0.614606	3	288
PI_368583		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.353859	0.00204	0.025477	1E-05	0.618603	3	280
PI_368565		Macedonia	Pecneka	Cucurbita maxima	NA	NA	NA	Europe	0.197516	1E-05	1E-05	1E-05	1E-05	0.802444	3	256
PI_357903		Macedonia	Brzak	Cucurbita maxima	NA	NA	NA	Europe	0.104528	0.220319	1E-05	1E-05	1E-05	0.675123	3	272
PI_379295		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.391651	0.10962	0.074929	0.019773	1E-05	0.404017	5	142
PI_379297		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.122294	0.111031	1E-05	1E-05	0.004104	0.762552	3	251
PI_357894		Macedonia	Stambolka Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.011133	0.095423	0.003655	1E-05	1E-05	0.889769	3	234
PI_379300		Macedonia	Balka	Cucurbita maxima	NA	NA	NA	Europe	0.004311	0.094726	0.026073	1E-05	1E-05	0.87487	3	235
PI_379301		Macedonia	Balka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.110936	1E-05	1E-05	0.041289	0.847745	3	236
PI_357910		Macedonia	Zelenikovska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.079218	0.029159	1E-05	0.063564	0.828039	3	247
PI_370459		Macedonia	Pecenka Domasna	Cucurbita maxima	NA	NA	NA	Europe	0.075793	0.000685	1E-05	1E-05	0.067163	0.856339	3	240
PI_357908		Macedonia	Gostivarska	Cucurbita maxima	NA	NA	NA	Europe	0.029885	0.122306	1E-05	1E-05	1E-05	0.847779	3	266
PI_368576		Macedonia	Pecenka Srpska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.080332	1E-05	1E-05	0.031064	0.888574	3	238
PI_368578		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.01313	0.075776	1E-05	1E-05	0.049211	0.861863	3	237
PI_357887		Macedonia	Crna Stambolka	Cucurbita maxima	NA	NA	NA	Europe	0.022608	0.230318	1E-05	1E-05	1E-05	0.747044	3	276
PI_379290		Macedonia	Stambolka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.137838	1E-05	1E-05	1E-05	0.862122	3	267
PI_379291		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.018474	0.250294	1E-05	1E-05	1E-05	0.731202	3	277
PI_379292		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.237661	0.039887	1E-05	0.014016	0.041325	0.667101	3	257
PI_370454		Macedonia	Pecenka Mestna	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.237776	1E-05	1E-05	0.024393	0.737801	3	275
PI_370456		Macedonia	Pecenka Mestna	Cucurbita maxima	NA	NA	NA	Europe	0.178068	0.124614	1E-05	1E-05	0.08749	0.609807	3	295
PI_368570		Macedonia	Stambolka	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.290552	1E-05	1E-05	1E-05	0.709408	3	273
PI_370458		Macedonia	Pecenka Lokalna	Cucurbita maxima	NA	NA	NA	Europe	0.089674	0.176554	0.034828	1E-05	1E-05	0.698924	3	269
PI_357871		Macedonia	Pencenka	Cucurbita maxima	NA	NA	NA	Europe	0.006493	0.301049	1E-05	1E-05	0.089637	0.602801	3	285
PI_357872		Macedonia	Grdovska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.016647	1E-05	1E-05	0.119755	0.863568	3	249
PI_368563		Macedonia	Pecneka	Cucurbita maxima	NA	NA	NA	Europe	0.388451	0.105019	1E-05	1E-05	1E-05	0.5065	5	143
PI_370461		Macedonia	Badarska	Cucurbita maxima	NA	NA	NA	Europe	0.185621	0.104864	1E-05	0.022414	1E-05	0.687081	3	258
PI_357881		Macedonia	Sivobela	Cucurbita maxima	NA	NA	NA	Europe	0.062744	0.212496	0.004048	0.038321	0.005233	0.677157	3	270
PI_368580		Macedonia	Stambolka	Cucurbita maxima	NA	NA	NA	Europe	0.076274	0.047937	1E-05	0.021868	0.048548	0.805363	3	239
PI_368568		Macedonia	Balka	Cucurbita maxima	NA	NA	NA	Europe	0.083236	0.227589	0.015087	1E-05	1E-05	0.674068	3	271
PI_368564		Macedonia	Pecneka	Cucurbita maxima	NA	NA	NA	Europe	0.184946	0.174591	1E-05	1E-05	0.010018	0.630425	3	296
PI_357902		Macedonia	Tromak	Cucurbita maxima	NA	NA	NA	Europe	0.116595	0.259184	1E-05	1E-05	1E-05	0.624191	3	289
PI_368572		Macedonia	Pecenka Bela	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.030985	0.000108	0.033838	0.086495	0.848564	3	248
PI_368573		Macedonia	Stambolka Bela	Cucurbita maxima	NA	NA	NA	Europe	0.117748	0.031264	0.023781	1E-05	1E-05	0.827187	3	241
PI_357904		Macedonia	Romanska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	1E-05	0.005127	0.022264	0.364544	0.608045	3	279
PI_379298		Macedonia	Balka	Cucurbita maxima	NA	NA	NA	Europe	0.060582	0.076506	0.077132	0.785759	1E-05	1E-05	1	393
PI_379305		Macedonia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.121512	0.113722	1E-05	0.048517	1E-05	0.716228	3	254
PI_379289		Macedonia	Stambolska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	1E-05	1E-05	0.000869	1E-05	0.999091	3	225
PI_357915		Macedonia	Ukrasna	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.896235	1E-05	1E-05	1E-05	0.103725	5	162
PI_357900		Macedonia	Buciska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	1E-05	1E-05	1E-05	1E-05	0.99995	3	227
PI_357901		Macedonia	Probistipska	Cucurbita maxima	NA	NA	NA	Europe	0.031117	0.317485	0.044546	1E-05	0.027865	0.578977	3	284
PI_357906		Macedonia	Siva Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.047238	0.142446	1E-05	1E-05	1E-05	0.810286	3	262
PI_357907		Macedonia	Struska	Cucurbita maxima	NA	NA	NA	Europe	0.201541	0.155036	0.060161	1E-05	0.010125	0.573127	3	297
PI_368562		Macedonia	Ukrasna Tikva	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.890284	1E-05	1E-05	1E-05	0.109676	5	161
PI_368571		Macedonia	Stambolka Kupasta	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.347343	1E-05	1E-05	1E-05	0.652617	3	281
PI_357879		Macedonia	Stambolka	Cucurbita maxima	NA	NA	NA	Europe	0.139616	0.30703	1E-05	1E-05	0.015838	0.537496	3	286
PI_357914		Macedonia	Bela Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.502595	0.148405	0.052606	1E-05	1E-05	0.296375	5	152
PI_357877		Macedonia	Opilska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.146545	1E-05	1E-05	1E-05	0.853415	3	268
PI_357905		Macedonia	Debarska	Cucurbita maxima	NA	NA	NA	Europe	1E-05	0.119116	0.001206	1E-05	1E-05	0.879648	3	233
PI_379288		Slovenia	Pecenka	Cucurbita maxima	NA	NA	NA	Europe	0.137265	0.092341	1E-05	1E-05	1E-05	0.770364	3	252
PI_93801		China	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Asia	1E-05	0.294549	1E-05	0.524292	0.181128	1E-05	1	416
PI_419138		China	No Known Plant ID	Cucurbita maxima	NA	NA	Summer type.	Asia	0.062204	0.146807	1E-05	0.233635	0.557334	1E-05	6	88
PI_419081		China	Pai Yu	Cucurbita maxima	NA	NA	NA	Asia	0.023744	0.084869	1E-05	0.287196	0.532674	0.071507	6	87
PI_419080		China	Hong Pi	Cucurbita maxima	NA	NA	NA	Asia	1E-05	0.202083	1E-05	0.776723	1E-05	0.021163	1	434
PI_419139		China	No Known Plant ID	Cucurbita maxima	NA	NA	Sugar type. Seeds white.	Asia	1E-05	0.206976	0.010231	0.707304	0.050562	0.024917	1	435
