accession_id	country	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region	1	2	3	4	5	6	grp	pos
PI_442283	Mexico	NA	Cucurbita moschata	Fruits tan, dark green mottling, tan mottling at maturity, turban-shaped, 15.8  long, 20cm diam. Local name Calabaza criolla.	NA	NA	South/Latin America	0.042589	0.389772	0.048422	0.516454	0.002753	1e-5	3	186
PI_442284	Mexico	NA	Cucurbita moschata	Fruits dark tan, ovate, 20cm long, 18.4cm diam. Local name Calabaza criolla.	NA	NA	South/Latin America	1e-5	0.99995	1e-5	1e-5	1e-5	1e-5	2	224
PI_438785	Mexico	HW 0179	Cucurbita moschata	Fruit elliptical, slightly ribbed, orange marked green, 28cm diam., 46cm long.	NA	NA	South/Latin America	1e-5	1e-5	1e-5	0.99995	1e-5	1e-5	3	140
PI_442249	Mexico	NA	Cucurbita moschata	Local name Calabaza.	NA	NA	South/Latin America	0.056744	1e-5	0.007319	0.877874	0.058042	1e-5	3	162
PI_438787	Mexico	HW 0179	Cucurbita moschata	Fruit depressed globose, ribbed. Rind soft, mottled green and tan, 33cm diam.,  20cm long.	NA	NA	South/Latin America	1e-5	0.019387	1.3e-5	0.980569	1e-5	1e-5	3	144
PI_442288	Mexico	NA	Cucurbita moschata	Fruits tan, dark green and tan mottled, turban-shaped, 15cm long, 22.7cm diam.  Placenta brown. Flesh greenish. Local name Calabaza criolla.	NA	NA	South/Latin America	1e-5	0.89853	0.021657	0.07866	1e-5	0.001133	2	221
PI_442272	Mexico	NA	Cucurbita moschata	Fruits light green, tan mottling, turban-shaped, 23cm long, 22cm diam. Local  name Calabaza camotuda.	NA	NA	South/Latin America	1e-5	1e-5	1e-5	0.482054	1e-5	0.517906	1	282
PI_634696	Mexico	Castillo	Cucurbita moschata	NA	NA	Cultivated material	South/Latin America	0.005442	0.119112	0.180479	0.6519	1e-5	0.043057	3	175
PI_442274	Mexico	NA	Cucurbita moschata	Fruits tan, flattened-round, warty, 14cm long, 19cm diam. Primitive type.	NA	NA	South/Latin America	1e-5	0.623817	1e-5	0.267217	1e-5	0.108937	2	188
PI_442275	Mexico	NA	Cucurbita moschata	Fruits mottled green and tan, heavy bloom, top-shaped, 21cm long, 15cm diam.	NA	NA	South/Latin America	0.002778	0.578	0.008495	0.343265	1e-5	0.067452	2	199
PI_442277	Mexico	NA	Cucurbita moschata	Fruits tan, turban-shaped, 12cm long, 19cm diam. Local name Calabaza.	NA	NA	South/Latin America	0.003629	0.56832800000000006	1e-5	0.428013	1e-5	1e-5	2	198
PI_442257	Mexico	NA	Cucurbita moschata	Fruits dark green, splotchy yellow at maturity, slight bloom, surface slightly  lumpy, pear-shaped, 23cm long, 24cm diam. Local name Calabaza.	NA	NA	South/Latin America	1e-5	1e-5	0.022011	0.935924	0.042035	1e-5	3	145
PI_438758	Mexico	HW 0179	Cucurbita moschata	Fruit obovate, faintly ribbed, nearly white, 15cm diam., 25cm long.	NA	NA	South/Latin America	1e-5	1e-5	0.006658	1e-5	1e-5	0.993302	1	251
PI_512177	Mexico	Calabaza de Castilla.	Cucurbita moschata	Two fruits, round, slightly flattened with shallow ribs, rind dark green with tan mottling.	NA	Cultivated material	South/Latin America	0.038355	1e-5	0.044749	0.866794	0.050082	1e-5	3	166
PI_634703	Mexico	965b	Cucurbita moschata	Pepos purchased in market from woman from San Juan del Rio.	NA	Cultivated material	South/Latin America	1e-5	0.057174	0.025659	0.899503	0.013389	0.004264	3	148
PI_438801	Mexico	HW 0179	Cucurbita moschata	Vegetable variety.	NA	NA	South/Latin America	1e-5	0.872205	1e-5	0.127755	1e-5	1e-5	2	210
PI_442286	Mexico	NA	Cucurbita moschata	Fruits dark orange, dark green and tan mottled, bell-shaped, 16.7cm long, 13.2  cm diam. Local name Calabaza criolla.	NA	NA	South/Latin America	1e-5	0.938974	1e-5	0.053135	1e-5	0.007861	2	217
PI_438803	Mexico	HW 0179	Cucurbita moschata	NA	NA	NA	South/Latin America	0.441838	0.519176	0.015632	0.023335	1e-5	1e-5	6	31
PI_442250	Mexico	NA	Cucurbita moschata	Local name Calabaza.	Calabaza	NA	South/Latin America	0.006592	1e-5	1e-5	0.915139	0.078239	1e-5	3	146
PI_438811	Mexico	HW 0179	Cucurbita moschata	Fruit flat, many lobes, dull yellow. Locally called Kanasin.	NA	NA	South/Latin America	1e-5	1e-5	1e-5	1e-5	1e-5	0.99995	1	259
PI_438815	Mexico	HW 0179	Cucurbita moschata	Fruit flat, ribbed, dark brown with heavy bloom. Rind soft, thick. Flesh dark orange.	NA	NA	South/Latin America	1e-5	1e-5	1e-5	1e-5	1e-5	0.99995	1	260
PI_438826	Mexico	HW 0179	Cucurbita moschata	Locally called Tamala.	NA	NA	South/Latin America	1e-5	0.637077	0.068842	0.294051	1e-5	1e-5	2	190
PI_438827	Mexico	HW 0179	Cucurbita moschata	NA	NA	NA	South/Latin America	1e-5	0.732833	0.003405	0.244741	0.019002	1e-5	2	191
PI_438828	Mexico	HW 0179	Cucurbita moschata	Fruit depressed globose, ribbed. Rind rough, wrinkled dark buff, 25cm diam., 18 cm long.	NA	NA	South/Latin America	1e-5	0.818163	1e-5	0.181797	1e-5	1e-5	2	208
PI_634700	Mexico	Tamalajote	Cucurbita moschata	Pepo obtained from Sr. Donaciano Cruz Reyes.  This calabasa is the more common of the two cultivated in this region and is preferred for its flesh.  N.V. Tamala	NA	Cultivated material	South/Latin America	1e-5	0.354515	0.10502	0.540435	1e-5	1e-5	3	185
PI_634701	Mexico	944	Cucurbita moschata	Pepo obtained from Sr. Sesilio Escobar Matus.  This is one of two commonly cultivated calabasas in this area.  This type matures in 2 months, the fruit is highly prized for consumption when the skin has hardened, prior to this time it is not worth eating.  The mature fruit color is beige, immature fruits may be white, green or green\white striped.  This type provides more fruit than tamalajota, the second typed cultivated in this area.	NA	Cultivated material	South/Latin America	1e-5	0.653153	0.05282	0.293997	1e-5	1e-5	2	189
PI_634702	Mexico	965b	Cucurbita moschata	Pepos purchased in market from woman from San Juan del Rio.	NA	Cultivated material	South/Latin America	1e-5	1e-5	0.043994	0.902004	0.020769	0.033213	3	135
PI_442268	Mexico	NA	Cucurbita moschata	Seed large. Local name Calabaza de Castilla.	NA	NA	South/Latin America	0.008582	0.893838	0.004691	0.055764	0.037114	1e-5	2	216
PI_511948	Mexico	Segualca.	Cucurbita moschata	Plants mature later and are less predictable than Cucurbita mixta. Sown in June and July, harvested in November. Cook mature fruit. Sample donated by Encornacion Torres Legarra.	NA	Landrace	South/Latin America	1e-5	0.017566	0.105176	0.877229	1e-5	1e-5	3	152
PI_442248	Mexico	NA	Cucurbita moschata	Fruits dark green, tan markings, bell-shaped, 15cm long, 18cm diam. Local name  Calabasa.	NA	NA	South/Latin America	0.031667	1e-5	0.032243	0.864581	0.071489	1e-5	3	167
PI_532378	Mexico	130	Cucurbita moschata	Fruit obovate, oblong, ellipsoid, ovate or clavate 14-73cm long, 13-26.5cm wide. Some green, some warted. Flesh orange, 2.5-4cm thick. Rind soft-hard. Plant in June, harvest in December.	NA	Cultivated material	South/Latin America	1e-5	0.913853	1e-5	0.08144	1e-5	0.004677	2	220
PI_442254	Mexico	NA	Cucurbita moschata	Fruits dark green, light green striped, slightly bell-shaped, 25.5cm long, 16  cm diam. Local name Calabaza.	NA	NA	South/Latin America	0.074076	1e-5	0.067675	0.842444	0.015785	1e-5	3	169
PI_442251	Mexico	NA	Cucurbita moschata	Local name Calabaza.	NA	NA	South/Latin America	0.057439	1e-5	0.033778	0.84776	0.061002	1e-5	3	164
PI_442252	Mexico	NA	Cucurbita moschata	Fruits tan, pear-shaped, 28cm long, 15cm diam., cracks horizontally at maturity. Local name Calabaza.	NA	NA	South/Latin America	0.066662	1e-5	0.05848	0.840282	0.034556	1e-5	3	170
PI_442253	Mexico	NA	Cucurbita moschata	Fruits spheroid, tapering toward top and bottom, 21cm long, 19cm diam. Local  name Calabaza.	NA	NA	South/Latin America	0.071816	1e-5	0.055239	0.824605	0.047261	0.001069	3	171
PI_512169	Mexico	Calabaza de Castilla.	Cucurbita moschata	Single fruit flat, round.	NA	Cultivated material	South/Latin America	0.084292	0.025834	0.1048	0.674668	0.082567	0.027839	3	178
PI_442255	Mexico	NA	Cucurbita moschata	Fruits tan, green striped, oblong, 22cm long, 15cm diam. Local name Calabaza.	NA	NA	South/Latin America	0.052678	0.076845	0.101605	0.766574	0.002288	1e-5	3	181
PI_449347	Mexico	NA	Cucurbita moschata	Local name Calabasa.	NA	NA	South/Latin America	0.030475	0.334197	1e-5	0.568265	0.067043	1e-5	3	184
PI_438830	Mexico	HW 0179	Cucurbita moschata	NA	NA	NA	South/Latin America	1e-5	0.857347	0.025676	0.116947	1e-5	1e-5	2	211
PI_438786	Mexico	HW 0179	Cucurbita moschata	Fruit depressed globose, ribbed. Rind hard, mottled tan and orange, 36cm wide,  20cm long.	NA	NA	South/Latin America	1e-5	1e-5	1e-5	0.99995	1e-5	1e-5	3	139
PI_442287	Mexico	NA	Cucurbita moschata	Fruits deep orange, elongate, 32cm long, 12cm diam. Placenta greenish-brown. Flesh deep orange. Local name Calabaza criolla.	NA	NA	South/Latin America	0.043982	0.289688	0.024893	0.612729	0.0287	1e-5	3	183
PI_511954	Mexico	Segualca.	Cucurbita moschata	Sown in June and July, harvested in October and November. Cook mature fruit as a sweet.	NA	Landrace	South/Latin America	0.008838	0.050899	0.052995	0.481267	1e-5	0.405992	1	278
PI_442265	Mexico	NA	Cucurbita moschata	Fruits green with white stripes, bell-shaped, 21cm long, 17.5cm diam. Local name Calabaza de Castilla.	NA	NA	South/Latin America	0.02965	0.527939	0.073141	0.36925	1e-5	1e-5	2	197
PI_512146	Mexico	Chinche	Cucurbita moschata	Seeds white with tan margin. Said to be produced at high elevation in the state of Mexico.	NA	Cultivated material	South/Latin America	0.003587	0.126061	0.013526	1e-5	0.013131	0.843687	1	237
PI_634698	Mexico	Tamalajote	Cucurbita moschata	Pepos obtained from Blas Lucano Diaz. Planted with maize in early May. N.V. Tamalajota.	NA	Cultivated material	South/Latin America	0.061189	0.156249	0.171532	0.603975	1e-5	0.007046	3	177
PI_634699	Mexico	Tamalajote	Cucurbita moschata	Pepos obtained from Sr. Juan Bailon, Avenida Revolucion	NA	NA	South/Latin America	0.051246	0.139191	0.196979	0.570423	0.025315	0.016846	3	176
PI_442289	Mexico	NA	Cucurbita moschata	NA	NA	NA	South/Latin America	0.038887	0.364875	0.030282	0.537051	0.028895	1e-5	3	187
PI_512151	Mexico	Pepita menuda	Cucurbita moschata	Seeds small, white with tan margin.	NA	Cultivated material	South/Latin America	1.3e-5	1e-5	0.019203	1e-5	1e-5	0.980754	1	249
PI_512161	Mexico	Calabaza de castilla.	Cucurbita moschata	Two fruits flask-shaped with waxy dark green rind.	NA	Cultivated material	South/Latin America	0.067937	1e-5	0.046798	0.794212	0.091033	1e-5	3	168
PI_442267	Mexico	NA	Cucurbita moschata	Local name Calabaza de Castilla.	NA	NA	South/Latin America	0.014299	0.041514	0.162509	0.760031	1e-5	0.021637	3	179
PI_512150	Mexico	Calabaza de tamala.	Cucurbita moschata	Single fruit large, club-shaped with tan rind and bright orange flesh.	NA	Cultivated material	South/Latin America	1e-5	0.707303	0.05098	0.241688	1e-5	1e-5	2	192
PI_442285	Mexico	NA	Cucurbita moschata	Fruits tan, dark-tan mottled, necked pyriform, 15.4cm long, 15cm diam. Local  name Calabaza criolla.	NA	NA	South/Latin America	1e-5	0.915494	1e-5	0.084466	1e-5	1e-5	2	219
PI_511951	Mexico	Segualca.	Cucurbita moschata	Fruits diverse in shape. Sown in July, harvested in October and November. Cook mature flesh as a sweet, toast and eat seeds. Sample donated by Manuel Pina Corrales.	NA	Landrace	South/Latin America	1e-5	1e-5	0.105279	0.887333	1e-5	0.007357	3	150
PI_449345	Mexico	NA	Cucurbita moschata	Local name Pepita de calabasa.	NA	NA	South/Latin America	1e-5	0.927555	1e-5	0.072405	1e-5	1e-5	2	218
PI_532381	Mexico	161	Cucurbita moschata	Fruits acorn/heart to scallop shape, ribbed, 9-10cm long, 16.5-28cm wide. Rind hard. Flesh orange, 4-5cm thick. Immature fruits cut up and fried. Seeds of mature fruit eaten. Used for dulce.	NA	Cultivated material	South/Latin America	1e-5	1e-5	1e-5	1e-5	1e-5	0.99995	1	258
PI_511952	Mexico	Segualca.	Cucurbita moschata	Fruits diverse in shape. Sown in July, harvested in October and November. Cook mature flesh as a sweet, toast and eat seeds. Sample donated by Manuel Pina Corrales.	NA	Landrace	South/Latin America	1e-5	0.005503	0.117099	0.877368	1e-5	1e-5	3	153
PI_511955	Mexico	Segualca.	Cucurbita moschata	Plants had few fruits due to animal consumption of plants. Sown in July, harvested in October and November. Cook mature fruits. Powdery mildew present. Virus caused yellow streaks in fruit and vegetative parts. Sample donated by Lorenzo Gastelum Mazo.	NA	Landrace	South/Latin America	1e-5	1e-5	0.098293	0.880736	1e-5	0.020941	3	151
PI_532373	Mexico	43	Cucurbita moschata	Fruit clavate with long neck 10-47cm long, 8-13cm long, green mottlings and broken stripes with or without waxy bloom. Flesh sweet and orange. Rind soft to moderately hard. Seeds partly or readily separate from flesh.	NA	Cultivated material	South/Latin America	0.059813	1e-5	1e-5	0.863075	0.077082	1e-5	3	163
PI_449346	Mexico	NA	Cucurbita moschata	Local name Calabasa.	NA	NA	South/Latin America	1e-5	0.860449	1e-5	0.095483	1e-5	0.044037	2	214
PI_512147	Mexico	Sopoma	Cucurbita moschata	Fruit dark green, flask-shaped. Seeds white with tan margin. Favored variety for flesh quality.	NA	Cultivated material	South/Latin America	0.011475	0.143175	0.157755	0.672733	1e-5	0.014852	3	174
PI_511949	Mexico	Segualca.	Cucurbita moschata	Plants mature later, are less predictable and require better soil than Cucurbita mixta. Sown in June and July, harvested in November. Cook mature fruits. Sample donated by Encornacion Torres Legarra.	NA	Landrace	South/Latin America	1e-5	0.043519	0.120653	0.835798	1e-5	1e-5	3	156
PI_183258	Saudi Arabia	No.1	Cucurbita moschata	NA	NA	NA	Arab States	0.974622	1e-5	0.025338	1e-5	1e-5	1e-5	6	10
PI_199014	Africa	NA	Cucurbita moschata	Presented by Frank Pellet, Pellet Gardens, Atlantic, Iowa, in 1949	NA	NA	Africa	0.291887	0.437972	0.245528	1e-5	1e-5	0.024593	6	33
PI_200823	Myanmar	72	Cucurbita moschata	Fruits oblate, green with yellow spots	NA	NA	Asia	0.940554	1e-5	0.059406	1e-5	1e-5	1e-5	6	9
PI_200822	Myanmar	64	Cucurbita moschata	Fruits round-flattened, small, salmon, flesh bright-orange; common	NA	NA	Asia	1e-5	1e-5	0.763967	0.235993	1e-5	1e-5	5	74
PI_211998	Iran	NA	Cucurbita moschata	NA	NA	NA	Asia	0.163882	0.223639	0.572703	0.024091	0.015675	1e-5	5	56
PI_211999	Iran	NA	Cucurbita moschata	NA	NA	NA	Asia	0.856433	1e-5	0.143527	1e-5	1e-5	1e-5	6	24
PI_222760	Iran	NA	Cucurbita moschata	NA	NA	NA	Asia	0.46777	1e-5	0.150131	0.357725	0.015816	0.008549	6	38
PI_211993	Iran	RIZAIYEH	Cucurbita moschata	NA	NA	NA	Asia	0.594014	0.092654	0.135118	0.171719	1e-5	0.006485	6	40
PI_212011	Iran	12	Cucurbita moschata	NA	NA	NA	Asia	0.821936	1e-5	0.178024	1e-5	1e-5	1e-5	6	21
PI_249565	Thailand	NA	Cucurbita moschata	NA	NA	NA	Asia	0.237642	0.188167	0.311019	0.130474	0.055346	0.077353	6	37
PI_257532	Spain	NA	Cucurbita moschata	NA	NA	NA	Europe	0.328743	0.050514	0.460452	0.022034	0.124563	0.013694	5	43
PI_288239	Egypt	NA	Cucurbita moschata	Probably similar to 'Butternut' in color, but larger and very variable in shape.	NA	NA	Africa	0.200261	0.208306	0.506112	0.012564	0.041112	0.031645	5	55
PI_369346	Costa Rica	NA	Cucurbita moschata	NA	NA	NA	South/Latin America	0.084706	0.746428	1e-5	1e-5	1e-5	0.16883600000000001	2	203
PI_406848	Honduras	NA	Cucurbita moschata	NA	NA	NA	South/Latin America	1e-5	1e-5	1e-5	1e-5	1e-5	0.99995	1	257
PI_438551	Belize	NA	Cucurbita moschata	Fruit top-shape, whitish with tan, 26cm wide, 20cm long.	NA	NA	South/Latin America	1e-5	0.024855	1e-5	1e-5	1e-5	0.975105	1	274
PI_438553	Belize	Xnu Kun	Cucurbita moschata	fruit depressed globose, ribbed, dark orange-brown, 28cm in diameter.	NA	NA	South/Latin America	0.007926	0.071417	1e-5	1e-5	1e-5	0.920627	1	241
PI_438549	Belize	NA	Cucurbita moschata	Fruit long necked.	NA	NA	South/Latin America	1e-5	1e-5	1e-5	1e-5	1e-5	0.99995	1	256
PI_438548	Belize	Pepita menuda	Cucurbita moschata	NA	NA	NA	South/Latin America	1e-5	1e-5	0.009804	1e-5	1e-5	0.990156	1	252
PI_441726	Brazil	HTE0778	Cucurbita moschata	Fruits flattened-globose. Rind tan and green. Flesh dark orange. Local name  Abobora.	NA	NA	South/Latin America	0.333667	0.065833	1e-5	0.045629	0.075546	0.479316	1	277
PI_441725	Brazil	HTE0778	Cucurbita moschata	Fruits elongated. Rind cream-color. Flesh bright orange. Local name Abobora.	NA	NA	South/Latin America	0.781128	1e-5	1e-5	0.013489	0.116904	0.088459	6	17
PI_441723	Brazil	HTE0778	Cucurbita moschata	Fruits oval. Rind greenish.	NA	NA	South/Latin America	0.754522	1e-5	1e-5	0.051907	0.142595	0.050955	6	19
PI_458728	Argentina	TW 1080	Cucurbita moschata	Seeds small, dirty white, margins lighter. Local name Zapallito anguito (Butternut).	NA	NA	South/Latin America	0.20989	0.001823	0.02318	0.68939	0.075707	1e-5	3	172
PI_475750	Paraguay	Calabazo	Cucurbita moschata	Plants grown by Manjuy Indians for centuries, endemic. Seeds banana type, buff-colored.	NA	Cultivated material	South/Latin America	0.72045	0.033345	1e-5	0.008177	0.14176	0.096258	6	18
PI_482492	Zimbabwe	TGR 149	Cucurbita moschata	Sown October, harvested April. Fruits whitish. Local name Fere.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	90
PI_482488	Zimbabwe	TGR 27B	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	87
PI_482491	Zimbabwe	TGR 148	Cucurbita moschata	Sown October, harvested April. Plants associated with Cucumis. Local name Mkoko.	NA	Cultivated material	Africa	0.031298	1e-5	0.033402	1e-5	0.93527	1e-5	4	133
PI_482513	Zimbabwe	TGR 699	Cucurbita moschata	Local name Nhengere (Nzunzu).	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	96
PI_482567	Zimbabwe	TGR 1618	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	109
PI_482487	Zimbabwe	TGR 27A	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	88
PI_482565	Zimbabwe	TGR 1568	Cucurbita moschata	Sown November, harvested April. Fruits creamy yellow. Local name Mhengere.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	110
PI_482588	Zimbabwe	TGR 2073	Cucurbita moschata	Fruits elongated, ridged shape.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	84
PI_482535	Zimbabwe	TGR 1290	Cucurbita moschata	Local name Musonde.	NA	Cultivated material	Africa	1e-5	1e-5	0.059161	1e-5	0.940799	1e-5	4	128
PI_482493	Zimbabwe	TGR 169	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	89
PI_482586	Zimbabwe	TGR 1963	Cucurbita moschata	Sown November, harvested October. Local name Ndodo.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	85
PI_482545	Zimbabwe	TGR 1442	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	0.077754	1e-5	0.922206	1e-5	4	127
PI_482506	Zimbabwe	TGR 596	Cucurbita moschata	Sown October, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	95
PI_482573	Zimbabwe	TGR 1645C	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	119
PI_482516	Zimbabwe	TGR 747	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	97
PI_482521	Zimbabwe	TGR 865	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	99
PI_482524	Zimbabwe	TGR 1060	Cucurbita moschata	Fruits large, round, green and yellow striped.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	98
PI_482525	Zimbabwe	TGR 1081	Cucurbita moschata	Fruits flat and fluted. Flesh white. Local name Nboko.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	102
PI_482527	Zimbabwe	TGR 1143	Cucurbita moschata	Fruits large, oval creamy yellow skinned types and green striped types.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	100
PI_482528	Zimbabwe	TGR 1155	Cucurbita moschata	Fruits green and cream.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	101
PI_482534	Zimbabwe	TGR 1268	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1.2e-5	0.063951	1e-5	0.936007	1e-5	4	129
PI_482564	Zimbabwe	TGR 1563	Cucurbita moschata	Sown November, harvested April. Fruits mixture of spotted green speckled and white brownish types.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	111
PI_482546	Zimbabwe	TGR 1445	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	104
PI_524428	Zimbabwe	TGR 1243a	Cucurbita moschata	Originally a mixed collection with TGR 1243 (PI 482478)	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	91
PI_482569	Zimbabwe	TGR 1631	Cucurbita moschata	Sown November, harvested April. Local name Nzunzu.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	113
PI_482570	Zimbabwe	TGR 1634	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	118
PI_482578	Zimbabwe	TGR 1684	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	114
PI_482575	Zimbabwe	TGR 1654	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	117
PI_482576	Zimbabwe	TGR 1662	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	115
PI_482577	Zimbabwe	TGR 1669	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	116
PI_482560	Zimbabwe	TGR 1531	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	112
PI_482583	Zimbabwe	TGR 1885	Cucurbita moschata	Sown November, harvested April. Fruits white.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	86
PI_482585	Zimbabwe	TGR 1926	Cucurbita moschata	Sown November, harvested April. Fruits oval, angular to penduncle shaped, green  to yellow.	NA	Cultivated material	Africa	0.003572	1e-5	1e-5	1e-5	0.996388	1e-5	4	83
PI_482556	Zimbabwe	TGR 1507	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	106
PI_482501	Zimbabwe	TGR 490	Cucurbita moschata	Sown September, harvested April.	NA	Cultivated material	Africa	1e-5	1e-5	0.038351	1e-5	0.961609	1e-5	4	123
PI_482552	Zimbabwe	TGR 1474	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	107
PI_482538	Zimbabwe	TGR 1340	Cucurbita moschata	Local name Nzururu.	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	103
PI_482500	Zimbabwe	TGR 358	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	94
PI_482549	Zimbabwe	TGR 1456	Cucurbita moschata	Mixed types.	NA	Cultivated material	Africa	1e-5	1e-5	0.02755	1e-5	0.97241	1e-5	4	126
PI_482547	Zimbabwe	TGR 1446	Cucurbita moschata	Fruits green and cream colored.	NA	Cultivated material	Africa	0.005894	1e-5	0.025884	1e-5	0.968191	1e-5	4	125
PI_482548	Zimbabwe	TGR 1453	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	105
PI_482542	Zimbabwe	TGR 1422	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	0.00948	1e-5	0.99048	1e-5	4	121
PI_482553	Zimbabwe	TGR 1475	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	108
PI_482554	Zimbabwe	TGR 1488	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa	0.037237	1e-5	1e-5	1e-5	0.962723	1e-5	4	130
PI_490354	Burkina Faso	Yobir	Cucurbita moschata	Fruit pulp and embryo's cooked for sauce. Flowers 4cm long, 2cm in diameter, yellow. Fruit roundish, 12cm long, 11cm in diameter.	NA	Cultivated material	Africa	0.454593	1e-5	1e-5	1e-5	0.067676	0.477701	1	276
PI_524427	Zambia	ZFA 3633a	Cucurbita moschata	Originally a mixed collection with ZFA 3633 (PI 494842)	NA	Landrace	Africa	1e-5	1e-5	0.194708	1e-5	0.805252	1e-5	4	82
PI_500559	Zambia	NA	Cucurbita moschata	NA	NA	Wild material	Africa	1e-5	1e-5	0.006078	1e-5	0.993882	1e-5	4	120
PI_500562	Zambia	NA	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	93
PI_500558	Zambia	NA	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	0.035992	1e-5	0.963968	1e-5	4	124
PI_500488	Zambia	ZM-1889	Cucurbita moschata	NA	NA	Cultivated material	Africa	0.056868	1e-5	0.017785	1e-5	0.925317	1e-5	4	131
PI_494832	Zambia	ZFA 3266	Cucurbita moschata	Fruit large. Received as Cucurbita moschata.	NA	Landrace	Africa	0.286963	0.002578	1e-5	7.32e-4	0.681631	0.028085	4	81
PI_500555	Zambia	NA	Cucurbita moschata	NA	NA	Cultivated material	Africa	1e-5	1e-5	1e-5	1e-5	0.99995	1e-5	4	92
PI_500557	Zambia	NA	Cucurbita moschata	NA	NA	Cultivated material	Africa	0.023755	1e-5	0.04027	1e-5	0.935945	1e-5	4	132
PI_500536	Zambia	NA	Cucurbita moschata	NA	NA	Cultivated material	Africa	0.177295	0.110328	0.111293	0.079478	0.500709	0.020897	4	80
