gid,PC1,PC2,PC3,PC4
PI_458748,0.0337156958727377,0.0850855221765942,0.102787166224471,-0.0444584739317755
PI_370463,0.00889893977655939,-0.0123323834600718,-0.0297037906815992,-0.00767685761008854
PI_370462,0.0129843927196722,-0.00577538963014792,-0.0244906100400469,-0.00171338716937845
PI_176552,0.011904594482886,-0.0433513822809655,0.0327891634871372,0.0012126670657875
PI_176553,0.00906210320463538,-0.0439118198008392,0.0301134751312212,0.000857837911537616
PI_163232,0.0164744114190713,-0.00882689038750483,-0.0151713085934912,0.000444034839675697
PI_181912,0.00367433508775852,-0.0475680573364118,0.0363631911991006,0.00575198505816666
PI_458750,0.035219881328765,0.0912876705683672,0.129498522641614,-0.0532801676273157
PI_612867,0.0341689914465343,0.0501644785588087,0.0052660487678475,0.0398967281589272
PI_185032,0.0108513343875944,-0.0394497430367212,0.0282871382553618,7.66557564167793e-05
PI_185033,0.00777394398366223,-0.0142970603085691,-0.0127644763671584,-0.00750680325222121
PI_612862,0.029118568428348,0.0542397108706242,0.007996444226891,0.0421608006015151
PI_612863,0.0297846346272187,0.040928829659429,0.00477974431243396,0.0366752843849948
PI_612864,0.0303404446503544,0.0487785155207807,0.0112890682303663,0.0328566499693508
PI_612865,0.0334902526923135,0.0522833222856567,0.0146724929526395,0.0445538046954183
PI_612866,0.0356835560097065,0.060749109661861,0.0118842153147026,0.0321336442784207
PI_176536,0.0155153894709057,0.00585391098349871,-0.00218991871337437,0.0104949492359575
PI_267662,0.0106575485640665,0.00184268606333531,-0.0571710046309392,-0.0333492526689352
PI_267661,0.00881958649212133,0.00434302042430263,-0.0531245914668627,-0.0269326606960186
PI_176537,0.0110001748839795,-0.0226468905669878,0.0052655217624003,-0.00494719239408233
PI_176534,0.00878592286503179,-0.0420497883491096,0.0439205280722504,0.00667477981756059
PI_267664,0.0100077475653765,0.00624264425333962,-0.0597577977186237,-0.0292119224645263
PI_176535,0.0141385564201405,-0.0136174394082359,-0.0235105566240055,0.00447917475935188
PI_267663,0.00963039027072715,0.00655170273286715,-0.0598010308620169,-0.024854513401658
PI_176532,0.0102391877639181,-0.0232647948672936,-0.00617823513796699,-0.00192793969534198
Ames_26833,-0.0884999229459239,0.0166250865350938,0.0131441541839041,0.0266964372134435
PI_176533,0.0101836383516911,-0.0444976329077194,0.034948971725016,0.000149619793803197
PI_267660,-0.041501402518953,0.0084650640559228,-0.0285847600333972,-0.0031075594650375
PI_385970,0.00796651934701848,-0.0059928272998548,-0.0705042827704195,-0.0322769657189643
PI_176538,0.00884617998924066,-0.0345544537188074,0.0228424105809216,-0.000576422296281442
PI_176539,0.009021025809827,-0.0130827158823676,-0.0156335894062623,-0.0063828551593833
PI_176547,0.0108841905586892,-0.0201618965613583,-0.00940493214886859,-0.00485910277541195
PI_176548,0.0124311948131841,-0.0457517405568813,0.0382104197529061,0.00417421308534695
PI_458730,0.0127044435364996,0.00452915093613837,-0.0401643694039681,-0.0161453783991927
PI_176545,0.0125574499489115,-0.0363404847751197,0.0153804745200998,-0.00355116198459435
PI_176546,0.0131120557413263,-0.0459141072367276,0.0373700681805381,-0.00310290973037025
PI_176543,0.00974188440847074,-0.0491096205243108,0.0430717995751254,0.000215427683277821
PI_176544,0.0147822069292435,-0.0169277627059894,-0.011709252490002,-0.00931292961659045
PI_176541,0.00758751647130869,-0.033361722296555,0.0246880904897908,-0.00157825803695211
PI_385969,0.00758005751439149,-0.00284833025714439,-0.0635834497013678,-0.0236883766191172
Ames_26609,-0.0892949838640295,0.0149044394071755,0.0123240654127699,0.0185159689426798
Ames_26607,-0.0915150606229478,0.0179363999118579,0.0114948316112044,0.0229531439793355
PI_176549,0.0112311697097595,-0.0459814160738741,0.0394453755218481,0.00137596162661986
Ames_26608,-0.0942666186610568,0.0165452842857031,0.0131280538425445,0.0261951906010708
PI_222786,0.00810728439358139,-0.0387994623343959,0.0348746874711504,0.00174939522835925
PI_166992,0.0125452028729627,-0.056670897947276,0.0545702565903934,0.00203688511996325
Ames_26612,-0.092661789344386,0.016406705834545,0.00933633618009245,0.0222136838825865
Ames_26610,-0.0880009190478366,0.0170649641429544,0.0142563309655909,0.0248491732229842
Ames_26611,-0.0947853854109578,0.0153184833546772,0.00709335317351711,0.0229591996207926
Ames_26616,-0.0878599030060497,0.0132789047681775,0.00939491030918858,0.0192985008086939
Ames_26617,-0.0774539018658649,0.0142433862391751,-0.0014011218461556,0.015538995414131
PI_420329,0.010699342788895,-0.0131606444139072,-0.00990026409108316,-0.000901562872877016
PI_420328,0.00965620970714377,-0.0119727779296221,-0.0126621097360991,-0.00398041167255584
Ames_26619,-0.10014486134531,0.0194182759064454,0.0129068180700084,0.0267458475256401
PI_182198,-0.0105322601077474,-0.0253550080357155,0.0254005033229943,0.00728029681301446
PI_182199,0.00818093794395889,-0.0400273102581974,0.0357775666126051,-0.000871755997275322
Ames_26620,-0.0972644512382719,0.0180487367557151,0.0112612589067387,0.0257341268346523
Ames_26624,-0.0886202741145152,0.0185676790692166,0.00600148176964355,0.0216362570866298
Ames_26622,-0.094793343885224,0.0174554810348028,0.0119146291527743,0.0248998198607838
PI_164997,0.0125263163315272,-0.0133324431020271,-0.0115083661379243,-0.00694790455633981
PI_420332,0.010011488104511,-0.0178178523872265,-0.00719243850486868,-0.000503436516038648
PI_420331,0.0111810918490275,-0.012982990084833,-0.00953757030762355,0.00182669752169112
PI_420330,0.00965274876500949,-0.011614114671566,-0.0160830151318802,0.000820712103404984
PI_615096,-0.00633317711369581,0.0157101909743218,-0.0290806089294915,-0.015442112725683
PI_230181,-0.0806550925659912,0.00975960473862396,0.00539861881575265,0.0229373594074054
PI_615095,-0.0127421958219467,0.0127770106856974,-0.0463354255747223,-0.0126519054794293
PI_615098,-0.0542525104690994,0.0115726564842962,-0.00408861028835808,0.00674611958037098
PI_615097,6.8732558460201e-05,0.0151906551275156,-0.0330648082744747,-0.0215873817086034
PI_615099,-0.00339957080790019,0.0199785375728728,-0.0381969773713505,-0.0180710070673747
PI_197671,-0.0118765220285064,0.038071893118842,0.0445769237242066,-0.0204747931208281
Ames_26872,-0.0887958512301938,0.0148048101412648,0.00817036162130365,0.0209552257677463
Ames_26873,-0.0912691701012872,0.0153913613816461,0.0117041550556378,0.0245748335269445
Ames_26871,-0.0927108377495181,0.0157710631863195,0.00921601812263023,0.0247599904383217
Ames_26876,-0.0971670405639931,0.0149259035923001,0.0135458736253903,0.0259583606912339
PI_615092,-0.0801706226510572,0.0144357597805124,0.00438581524311594,0.0211737681614533
Ames_26877,-0.0954484901394484,0.0152763894532954,0.0132141869943164,0.0220769779681599
PI_615091,-0.00191626954772394,0.0170314077007344,-0.0361831344909397,-0.0219241259730857
