stub_1,1,14627692
stub_2,2,10523820
stub_3,3,10828782
stub_4,4,21859252
stub_5,5,10947195
stub_6,6,11971590
stub_7,7,8233962
stub_8,8,8001254
stub_9,9,12190726
stub_10,10,13139847
stub_11,11,14005585
stub_12,12,11750945
stub_13,13,9526514
stub_14,14,15889863
stub_15,15,10349289
stub_16,16,9515642
stub_17,17,10763507
stub_18,18,12921901
stub_19,19,9753755
stub_20,20,11800004
stub_21,0,34820960
