country	accession_id	accession_name	taxonomy	improvement_status	cultivar_class	narrative	region
Paraguay	PI_458741	TWW-107	Cucurbita maxima	NA	NA	Seeds medium-sized, white. From  Manjuy Indians. Local name Zapallo.	South/Latin America
Paraguay	PI_458742	TWW-108	Cucurbita maxima	NA	NA	Seeds small, white. From Manjuy Indians. Local name Zapallo.	South/Latin America
Paraguay	PI_475748	TWW-112	Cucurbita maxima	NA	NA	Plants grown by Manjuy Indians for centuries, endemic. Seeds small, white. Local name Zapallo.	South/Latin America
Paraguay	PI_475749	TWW-113	Cucurbita maxima	NA	NA	Plants grown by Manjuy Indians for centuries, endemic. Seeds medium-sized, white. Local name Zapallo.	South/Latin America
Paraguay	PI_162890	No. 242	Cucurbita maxima	NA	NA	NA	South/Latin America
Turkey	PI_224670	Balkabagi	Cucurbita maxima	NA	NA	An orange turban squash.	Europe
Turkey	PI_178893	No. 9682	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_178892	No. 9679	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_165077	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_165001	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_179265	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_178894	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_178890	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_199033	No. 10624	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_164999	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_265555	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_165027	Kestane Kabak	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169419	No. 1475	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_178891	No. 9670	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_164995	Citili Kabak	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_165005	Beyazbal	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169455	Kara Kabak	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_173679	No. 8611	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_175701	No. 9124	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_175703	Kedi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_171624	No. 6724	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_172853	No. 7386	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_172854	No. 7404	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_172869	No. 8145	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169440	No. 2188	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_230180	No Known Plant ID	Cucurbita maxima	NA	NA	Fruit flat, ribbed, about 14 inches in diameter; color brownish-gray; flesh deep orange, about 2 inches thick; late maturing.	Europe
Turkey	PI_174191	No. 8448	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_175698	No. 6023	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_171614	No. 6542	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_171615	No. 6543	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_171616	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169407	Kabak Beyaz	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169406	Kabak Helvaci	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_177367	No. 6266	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_178889	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169411	Kestane Kabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_199031	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169439	Galle Kabak	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_164988	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_198672	Balkabaghi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_171617	Cerkez	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_199032	Sitaphal	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169471	No. 3397	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_176530	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_176960	Kus	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_177366	No. 4954	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_120440	No. 3249	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_174181	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_176529	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_109277	No. T-282	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_182195	No. 10427	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169466	No. 3284	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169433	No. 1960	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_176528	Balkabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_183679	Tevriv	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_171618	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169405	Bal Kabagi	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_176527	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_177365	Helvaci	Cucurbita maxima	NA	NA	NA	Europe
Turkey	PI_169404	Kestane	Cucurbita maxima	NA	NA	NA	Europe
Syria	PI_181911	Hama No. 10	Cucurbita maxima	NA	NA	NA	Arab States
Syria	PI_179272	No. 9798	Cucurbita maxima	NA	NA	NA	Arab States
Syria	PI_534548	OA 278	Cucurbita maxima	Cultivated	NA	NA	Arab States
Syria	G_32711	S029	Cucurbita maxima	Cultivar	NA	NA	Arab States
Syria	PI_534607	OD 10420	Cucurbita maxima	Cultivated	NA	NA	Arab States
Syria	PI_534550	OA 314	Cucurbita maxima	Cultivated	NA	NA	Arab States
Syria	PI_534547	OA 265	Cucurbita maxima	Cultivated	NA	NA	Arab States
Syria	PI_534612	OD 10569	Cucurbita maxima	Cultivated	NA	NA	Arab States
Syria	PI_534616	OM 10372	Cucurbita maxima	Cultivated	NA	NA	Arab States
Syria	PI_181943	Homs No. 8	Cucurbita maxima	NA	NA	NA	Arab States
Syria	PI_181877	Aleppo No. 11	Cucurbita maxima	NA	NA	NA	Arab States
Syria	PI_181879	Aleppo No. 44	Cucurbita maxima	NA	NA	NA	Arab States
Syria	PI_181751	No. 9739	Cucurbita maxima	NA	NA	NA	Arab States
Saudi Arabia	PI_183259	No. 2	Cucurbita maxima	NA	NA	NA	Arab States
Africa	PI_186488	No Known Pland ID	Cucurbita maxima	NA	NA	NA	Africa
Africa	PI_188694	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Africa
Ethiopia	PI_194268	No. 9062	Cucurbita maxima	NA	NA	NA	Africa
Ethiopia	PI_196845	No. 10067	Cucurbita maxima	Cultivar	NA	NA	Africa
Ethiopia	PI_195929	No. 9902	Cucurbita maxima	NA	NA	NA	Africa
Ethiopia	PI_193500	No. 8751	Cucurbita maxima	NA	NA	NA	Africa
Ethiopia	PI_628618	2122	Cucurbita maxima	Uncertain	NA	Split from PI 273656 because of different species identification.	Africa
Ethiopia	PI_273654	2049	Cucurbita maxima	NA	NA	NA	Africa
South Africa	G_27894	G 27894	Cucurbita maxima	Cultivar	NA	NA	Africa
South Africa	PI_234612	Flat Boer	Cucurbita maxima	Cultivar	NA	NA	Africa
South Africa	PI_409734	No. 1937	Cucurbita maxima	NA	NA	NA	Africa
South Africa	PI_234608	Queensland Blue	Cucurbita maxima	Cultivar	Australian	NA	Africa
South Africa	PI_299573	AJO-0464	Cucurbita maxima	Cultivar	NA	NA	Africa
Australia	PI_234610	Turks Cap	Cucurbita maxima	Cultivar	NA	NA	Australia
Australia	PI_234609	Queensland Blue (Beaudesert)	Cucurbita maxima	Cultivar	Australian	NA	Australia
Australia	PI_295342	Butter Pumpkin	Cucurbita maxima	NA	NA	NA	Australia
Australia	PI_289699	Crown Prince	Cucurbita maxima	NA	NA	NA	Australia
Pakistan	PI_218072	Alva Kadu	Cucurbita maxima	NA	NA	Large red pumpkin.	Asia
Pakistan	PI_135893	No. 5088	Cucurbita maxima	NA	NA	Fruit subglobose, 17 inches long, rind salmon, with deeply indented ribs; flesh salmon, 2.75 inches thick, and incipid.	Asia
Pakistan	PI_135892	No. 5087	Cucurbita maxima	NA	NA	Fruit flattened, 17 by 9 inches; rind Chinese red, deeply indented ribs; flesh orange, 2 to 3 inches thick, and insipid.	Asia
Pakistan	PI_135889	No. 5084	Cucurbita maxima	NA	NA	Fruit subglobose, 15 inches long, faintly ribbed, creamy white; flest pale orange, 1.5 to 2.5 inches thick, and incipid.	Asia
Pakistan	PI_265559	Formerly PI 219694	Cucurbita maxima	NA	NA	NA	Asia
United Kingdom	PI_267749	'Turk's Cap Pumpkin'	Cucurbita maxima	NA	NA	Plants medium vigor, early maturing; fruit reddish orange, rough, 6 by 9 inches, convex swelling at blossom end.	Europe
Austria	G_13274	G 13274	Cucurbita maxima	Cultivar	NA	NA	Europe
Austria	PI_298036	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Europe
Austria	PI_184745	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Europe
Bulgaria	PI_306124	Plovdivska 48/4	Cucurbita maxima	Breeding	NA	NA	Europe
Macedonia	PI_357876	Vojnicka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368577	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368561	Bela Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370453	Penceka Lokalna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357889	Stracinska Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357890	Pencenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379304	Balka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357911	Pecenka Od Rastak	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368567	Pecneka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370452	Golema	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357880	Siva Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357898	Amzibegovska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370460	Pecenka Mestna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357896	Kumanovska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357888	Bela Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379294	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368582	Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357912	Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370457	Kolacarka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357897	Vezenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357891	UKRASNA CALMA	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379303	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357875	Kumanovska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357899	Zrnovska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368575	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357882	Krusovidna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368583	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368565	Pecneka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357903	Brzak	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379295	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379297	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357894	Stambolka Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379300	Balka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379301	Balka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357910	Zelenikovska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370459	Pecenka Domasna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357908	Gostivarska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368576	Pecenka Srpska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368578	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357887	Crna Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379290	Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379291	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379292	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370454	Pecenka Mestna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370456	Pecenka Mestna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368570	Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370458	Pecenka Lokalna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357871	Pencenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357872	Grdovska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368563	Pecneka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_370461	Badarska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357881	Sivobela	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368580	Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368568	Balka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368564	Pecneka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357902	Tromak	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368572	Pecenka Bela	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368573	Stambolka Bela	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357904	Romanska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379298	Balka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379305	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_379289	Stambolska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357915	Ukrasna	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357900	Buciska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357901	Probistipska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357906	Siva Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357907	Struska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368562	Ukrasna Tikva	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_368571	Stambolka Kupasta	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357879	Stambolka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357914	Bela Pecenka	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357877	Opilska	Cucurbita maxima	NA	NA	NA	Europe
Macedonia	PI_357905	Debarska	Cucurbita maxima	NA	NA	NA	Europe
Slovenia	PI_379288	Pecenka	Cucurbita maxima	NA	NA	NA	Europe
China	PI_93801	No Known Plant ID	Cucurbita maxima	NA	NA	NA	Asia
China	PI_419138	No Known Plant ID	Cucurbita maxima	NA	NA	Summer type.	Asia
China	PI_419081	Pai Yu	Cucurbita maxima	NA	NA	NA	Asia
China	PI_419080	Hong Pi	Cucurbita maxima	NA	NA	NA	Asia
China	PI_419139	No Known Plant ID	Cucurbita maxima	NA	NA	Sugar type. Seeds white.	Asia
China	PI_407383	Lot 1	Cucurbita maxima	NA	NA	NA	Asia
China	PI_407385	Lot 3	Cucurbita maxima	NA	NA	NA	Asia
China	PI_93034	'Nan Kua'	Cucurbita maxima	NA	NA	A very large squash obtained through Dr. Hugh W. Hubbard, of Paotingfu, China.	Asia
Italy	PI_481619	70	Cucurbita maxima	Cultivated	NA	Local original source. Sown April, harvested September. Fruits round with brown  skin. Local name Kakara.	Europe
Italy	PI_481623	236	Cucurbita maxima	Cultivated	NA	Originally from Thimphu. Sown April, harvested August-September. Fruits very large (20kg or more), less favorable than PI 481622, used for animal feed.	Europe
Italy	PI_481624	312	Cucurbita maxima	Cultivated	NA	Local original source. Sown March, harvested September. Local name Brumsha.	Europe
Italy	PI_481626	472	Cucurbita maxima	Cultivated	NA	Local original source. Sown May, harvested September-October. Local name Kakura.	Europe
Italy	PI_481627	482	Cucurbita maxima	Cultivated	NA	Local original source. Sown February, harvested September. Local name Kukura.	Europe
Italy	PI_481625	358	Cucurbita maxima	Cultivated	NA	Local original source. Sown April, harvested September. Fruits large. Local name Brumsa Kathang.	Europe
Zimbabwe	PI_526246	AMM 928	Cucurbita maxima	Landrace	NA	NA	Africa
Zimbabwe	PI_494835	ZFA 3389	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa
Zimbabwe	PI_494834	ZFA 3378	Cucurbita maxima	Landrace	NA	Leaves and fruit eaten. Local name Tumaka. Received as Cucurbita moschata.	Africa
Zimbabwe	PI_482485	Dindimanga	Cucurbita maxima	Cultivated	NA	Sown November, harvested April. Local name Dindimanga.	Africa
Zimbabwe	PI_482468	TGR 581	Cucurbita maxima	Cultivated	NA	Sown October, harvested April.	Africa
Zimbabwe	PI_482475	TGR 1107	Cucurbita maxima	Cultivated	NA	Fruits flat, round, creamy yellow.	Africa
Zimbabwe	PI_494830	ZFA 3252	Cucurbita maxima	Landrace	NA	Fruit shape elongated. Received as Cucurbita moschata.	Africa
Zimbabwe	PI_482483	TGR 1783	Cucurbita maxima	Cultivated	NA	Sown November, harvested April.	Africa
Zimbabwe	PI_494839	ZFA 3545	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa
Zimbabwe	PI_494831	ZFA 3253	Cucurbita maxima	Landrace	NA	Fruit round. Received as Cucurbita moschata.	Africa
Zimbabwe	PI_482471	Mutala	Cucurbita maxima	Cultivated	NA	Local name Mutala.	Africa
Zimbabwe	PI_494827	ZFA 3177	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa
Zimbabwe	PI_482482	TGR 1548	Cucurbita maxima	Cultivated	NA	Sown November, harvested April.	Africa
Zimbabwe	PI_482467	TGR 306	Cucurbita maxima	Cultivated	NA	Sown November, harvested April.	Africa
Zimbabwe	PI_482523	TGR 906B	Cucurbita maxima	Cultivated	NA	Sown October. Fruits of mixed types.	Africa
Zimbabwe	PI_482479	Nyamutumha	Cucurbita maxima	Cultivated	NA	Seeds white. Local name Nyamutumha and Nzururu.	Africa
Zimbabwe	PI_482472	Fere	Cucurbita maxima	Cultivated	NA	Sown December. Fruits flat, white. Local name Fere.	Africa
Zimbabwe	PI_482589	TGR 233	Cucurbita maxima	Cultivated	NA	Fruits white. Associated with pumpkins and other weedy, bitter watermelons.	Africa
Zimbabwe	PI_482477	Nyamutumha	Cucurbita maxima	Cultivated	NA	Local name Nyamutumba.	Africa
Zimbabwe	PI_482478	TGR 1243	Cucurbita maxima	Cultivated	NA	NA	Africa
Burkina Faso	PI_490350	Yogue	Cucurbita maxima	Cultivated	NA	Local name Yogue.	Africa
Burkina Faso	PI_490353	Gui	Cucurbita maxima	Cultivated	NA	Fruit cylindrical, 30cm long, 20cm in diameter. Local name Gui.	Africa
Burkina Faso	PI_490352	Yogorou	Cucurbita maxima	Cultivated	NA	Pulp cooked for sauce. Local name Yogorou.	Africa
Zambia	PI_500453	ZM-1207	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500476	ZM-1681	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500483	ZM-1767	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500511	ZM-2329	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500512	ZM-2338	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500469	ZM-1412	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500477	ZM-1692	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500534	ZM-3066	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500452	ZM-1201	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500467	ZM-1319	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500454	ZM-1213	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500459	ZM-1251	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500460	ZM-1254	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500519	Fipushi	Cucurbita maxima	Cultivated	NA	Local name Fipushi.	Africa
Zambia	PI_500462	Mapusi	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata. Local name Mapusi.	Africa
Zambia	PI_500465	ZM-1311	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500517	ZM-2525	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500472	ZM-1529	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500533	ZM-2973	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500486	ZM-1811	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500492	ZM-1964	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500481	ZM-1731	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa
Zambia	PI_500508	ZM-2223	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500458	ZM-1250	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500510	ZM-2318	Cucurbita maxima	Cultivated	NA	Mixed C. moschata.	Africa
Zambia	PI_500527	ZM-2759	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500461	ZM-1263	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa
Zambia	PI_500446	ZM-1166	Cucurbita maxima	Wild	NA	NA	Africa
Zambia	PI_500515	ZM-2480	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500450	Mgwunga	Cucurbita maxima	Cultivated	NA	Local name Mgwunga.	Africa
Zambia	PI_500518	Fipushi	Cucurbita maxima	Cultivated	NA	Local name Fipushi.	Africa
Zambia	PI_500468	ZM-1358	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500509	Chipnushi	Cucurbita maxima	Cultivated	NA	Local name Chipnushi.	Africa
Zambia	PI_500521	Efipushi	Cucurbita maxima	Cultivated	NA	Local name Efipushi.	Africa
Zambia	PI_500457	ZM-1242	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500456	ZM-1220	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500445	ZM-1084	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500526	ZM-2756	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500442	Chipushila Bemba	Cucurbita maxima	Wild	NA	Leaves and fruits eaten. Local name Chipushilu Bemba.	Africa
Zambia	PI_500444	ZM-1071	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500532	ZM-2948	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500448	ZM-1169	Cucurbita maxima	Wild	NA	NA	Africa
Zambia	PI_500513	ZM-2348	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa
Zambia	PI_500451	Mgwunga	Cucurbita maxima	Cultivated	NA	Fruit more watery than PI 500450. Local name Mgwunga.	Africa
Zambia	PI_505614	ZM/A 5014	Cucurbita maxima	Landrace	NA	NA	Africa
Zambia	PI_500507	ZM-2209	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500470	Namundalangive	Cucurbita maxima	Cultivated	NA	Fruit oblong. Local name Namundalangive.	Africa
Zambia	PI_500455	Mauwa	Cucurbita maxima	Cultivated	NA	Local name Mauwa.	Africa
Zambia	PI_500525	ZM-2753	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_494840	ZFA 3569	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa
Zambia	PI_494843	ZFA 3665	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa
Zambia	PI_500524	ZM-2750	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500531	ZM-2901	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500520	ZM-2614	Cucurbita maxima	Cultivated	NA	Mixed with C. moschata.	Africa
Zambia	PI_500528	ZM-2772	Cucurbita maxima	Cultivated	NA	NA	Africa
Zambia	PI_500529	Fipushi	Cucurbita maxima	Cultivated	NA	Local name Fipushi.	Africa
Zambia	PI_500471	Mupusi	Cucurbita maxima	Cultivated	NA	Fruit oblong. Seeds white. Local name Mupusi.	Africa
Zambia	PI_494841	ZFA 3576	Cucurbita maxima	Landrace	NA	Received as Cucurbita moschata.	Africa
Zambia	PI_500523	Chipusi	Cucurbita maxima	Cultivated	NA	Local name Chipusi.	Africa
Zambia	PI_500505	ZM-2144	Cucurbita maxima	Cultivated	NA	NA	Africa
Hungary	PI_507884	2701065	Cucurbita maxima	Landrace	NA	NA	Europe
Hungary	PI_507881	2701054	Cucurbita maxima	Landrace	NA	NA	Europe
Hungary	PI_507879	2700887	Cucurbita maxima	Landrace	NA	NA	Europe
Hungary	PI_507877	2700815	Cucurbita maxima	Landrace	NA	NA	Europe
Mexico	PI_260652	No. 2243	Cucurbita maxima	NA	NA	Bush type.	South/Latin America
Mexico	PI_512110	Calabaza de Castilla	Cucurbita maxima	Wild	NA	Single fruit, round, bright orange. Reportedly grown nearby in San Luis de la Paz. C. maxima rarely grown in Mexico.	South/Latin America
Mexico	G_28106	G 28106	Cucurbita maxima	Cultivar	NA	NA	South/Latin America
Democratic Republic of the Congo	PI_532720	Malenge, (Mbika)	Cucurbita maxima	Landrace	NA	Bandibu tribe, Kikongo language. Planted March, harvested June. Courge type.	Africa
Democratic Republic of the Congo	PI_532727	Mantete	Cucurbita maxima	Landrace	NA	Bampende tribe, Kimpende language. Planted September/October, harvested January/February. Mubungi type.	Africa
Democratic Republic of the Congo	PI_532737	Mantete (courge)	Cucurbita maxima	NA	NA	Bambala, Bangongo tribes, Kikongo language.	Africa
Democratic Republic of the Congo	PI_532715	Mbika	Cucurbita maxima	Landrace	NA	Bandibu tribe, Kikongo language. Planted March, harvested July. Courge type.	Africa
Democratic Republic of the Congo	PI_532736	Mbika, (courge), Mantete	Cucurbita maxima	NA	NA	Bangongo tribe, Kikongo language. Planted September harvested December.	Africa
Uzbekistan	PI_540417	U 047	Cucurbita maxima	Cultivated	NA	Bush; used for fodder.	Asia
Japan	G_23151	Tokyo Pumpkin	Cucurbita maxima	Cultivar	NA	NA	Asia
Japan	PI_234253	Uschiki	Cucurbita maxima	NA	NA	NA	Asia
Japan	G_23034	Hokkaido Pumpkin	Cucurbita maxima	Cultivar	NA	NA	Asia
Japan	G_9187	Ucike Kuri	Cucurbita maxima	Cultivar	Kuri	NA	Asia
