country	accession_id	accession_name	taxonomy	narrative	cultivar_class	improvement_status	region
Mexico	PI_449345	NA	Cucurbita moschata	Local name Pepita de calabasa.	NA	"NA"	South/Latin America
Mexico	PI_532381	161	Cucurbita moschata	Fruits acorn/heart to scallop shape, ribbed, 9-10cm long, 16.5-28cm wide. Rind hard. Flesh orange, 4-5cm thick. Immature fruits cut up and fried. Seeds of mature fruit eaten. Used for dulce.	NA	Cultivated material	South/Latin America
Mexico	PI_511952	Segualca.	Cucurbita moschata	Fruits diverse in shape. Sown in July, harvested in October and November. Cook mature flesh as a sweet, toast and eat seeds. Sample donated by Manuel Pina Corrales.	NA	Landrace	South/Latin America
Mexico	PI_511955	Segualca.	Cucurbita moschata	Plants had few fruits due to animal consumption of plants. Sown in July, harvested in October and November. Cook mature fruits. Powdery mildew present. Virus caused yellow streaks in fruit and vegetative parts. Sample donated by Lorenzo Gastelum Mazo.	NA	Landrace	South/Latin America
Mexico	PI_532373	43	Cucurbita moschata	Fruit clavate with long neck 10-47cm long, 8-13cm long, green mottlings and broken stripes with or without waxy bloom. Flesh sweet and orange. Rind soft to moderately hard. Seeds partly or readily separate from flesh.	NA	Cultivated material	South/Latin America
Mexico	PI_449346	NA	Cucurbita moschata	Local name Calabasa.	NA	"NA"	South/Latin America
Mexico	PI_512147	Sopoma	Cucurbita moschata	Fruit dark green, flask-shaped. Seeds white with tan margin. Favored variety for flesh quality.	NA	Cultivated material	South/Latin America
Mexico	PI_511949	Segualca.	Cucurbita moschata	Plants mature later, are less predictable and require better soil than Cucurbita mixta. Sown in June and July, harvested in November. Cook mature fruits. Sample donated by Encornacion Torres Legarra.	NA	Landrace	South/Latin America
Saudi Arabia	PI_183258	No.1	Cucurbita moschata	"NA"	NA	"NA"	Arab States
Africa	PI_653064	Nigerian Local	Cucurbita moschata	"NA"	NA	Cultivar	Africa
Africa	PI_199014	NA	Cucurbita moschata	Presented by Frank Pellet, Pellet Gardens, Atlantic, Iowa, in 1949	NA	"NA"	Africa
Myanmar	PI_200823	72	Cucurbita moschata	Fruits oblate, green with yellow spots	NA	"NA"	Asia
Myanmar	PI_200822	64	Cucurbita moschata	Fruits round-flattened, small, salmon, flesh bright-orange; common	NA	"NA"	Asia
Iran	PI_211998	NA	Cucurbita moschata	"NA"	NA	"NA"	Asia
Iran	PI_211999	NA	Cucurbita moschata	"NA"	NA	"NA"	Asia
Iran	PI_222760	NA	Cucurbita moschata	"NA"	NA	"NA"	Asia
Iran	PI_211993	RIZAIYEH	Cucurbita moschata	"NA"	NA	"NA"	Asia
Iran	PI_212011	12	Cucurbita moschata	"NA"	NA	"NA"	Asia
Thailand	PI_249565	NA	Cucurbita moschata	"NA"	NA	"NA"	Asia
Spain	PI_257532	NA	Cucurbita moschata	"NA"	NA	"NA"	Europe
Egypt	PI_288239	NA	Cucurbita moschata	Probably similar to 'Butternut' in color, but larger and very variable in shape.	NA	"NA"	Africa
Costa Rica	PI_369346	NA	Cucurbita moschata	"NA"	NA	"NA"	South/Latin America
Honduras	PI_406848	NA	Cucurbita moschata	"NA"	NA	"NA"	South/Latin America
Belize	PI_438551	NA	Cucurbita moschata	Fruit top-shape, whitish with tan, 26cm wide, 20cm long.	NA	"NA"	South/Latin America
Belize	PI_438553	Xnu Kun	Cucurbita moschata	fruit depressed globose, ribbed, dark orange-brown, 28cm in diameter.	NA	"NA"	South/Latin America
Belize	PI_438549	NA	Cucurbita moschata	Fruit long necked.	NA	"NA"	South/Latin America
Belize	PI_438548	Pepita menuda	Cucurbita moschata	"NA"	NA	"NA"	South/Latin America
Brazil	PI_441726	HTE0778	Cucurbita moschata	Fruits flattened-globose. Rind tan and green. Flesh dark orange. Local name  Abobora.	NA	"NA"	South/Latin America
Brazil	PI_441725	HTE0778	Cucurbita moschata	Fruits elongated. Rind cream-color. Flesh bright orange. Local name Abobora.	NA	"NA"	South/Latin America
Brazil	PI_441723	HTE0778	Cucurbita moschata	Fruits oval. Rind greenish.	NA	"NA"	South/Latin America
Argentina	PI_458728	TW 1080	Cucurbita moschata	Seeds small, dirty white, margins lighter. Local name Zapallito anguito (Butternut).	NA	"NA"	South/Latin America
Paraguay	PI_475750	Calabazo	Cucurbita moschata	Plants grown by Manjuy Indians for centuries, endemic. Seeds banana type, buff-colored.	NA	Cultivated material	South/Latin America
Zimbabwe	PI_482492	TGR 149	Cucurbita moschata	Sown October, harvested April. Fruits whitish. Local name Fere.	NA	Cultivated material	Africa
Zimbabwe	PI_482488	TGR 27B	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482491	TGR 148	Cucurbita moschata	Sown October, harvested April. Plants associated with Cucumis. Local name Mkoko.	NA	Cultivated material	Africa
Zimbabwe	PI_482513	TGR 699	Cucurbita moschata	Local name Nhengere (Nzunzu).	NA	Cultivated material	Africa
Zimbabwe	PI_482567	TGR 1618	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482487	TGR 27A	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482565	TGR 1568	Cucurbita moschata	Sown November, harvested April. Fruits creamy yellow. Local name Mhengere.	NA	Cultivated material	Africa
Zimbabwe	PI_482588	TGR 2073	Cucurbita moschata	Fruits elongated, ridged shape.	NA	Cultivated material	Africa
Zimbabwe	PI_482535	TGR 1290	Cucurbita moschata	Local name Musonde.	NA	Cultivated material	Africa
Zimbabwe	PI_482493	TGR 169	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482586	TGR 1963	Cucurbita moschata	Sown November, harvested October. Local name Ndodo.	NA	Cultivated material	Africa
Zimbabwe	PI_482545	TGR 1442	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482506	TGR 596	Cucurbita moschata	Sown October, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482573	TGR 1645C	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482516	TGR 747	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482521	TGR 865	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482524	TGR 1060	Cucurbita moschata	Fruits large, round, green and yellow striped.	NA	Cultivated material	Africa
Zimbabwe	PI_482525	TGR 1081	Cucurbita moschata	Fruits flat and fluted. Flesh white. Local name Nboko.	NA	Cultivated material	Africa
Zimbabwe	PI_482527	TGR 1143	Cucurbita moschata	Fruits large, oval creamy yellow skinned types and green striped types.	NA	Cultivated material	Africa
Zimbabwe	PI_482528	TGR 1155	Cucurbita moschata	Fruits green and cream.	NA	Cultivated material	Africa
Zimbabwe	PI_482534	TGR 1268	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482564	TGR 1563	Cucurbita moschata	Sown November, harvested April. Fruits mixture of spotted green speckled and white brownish types.	NA	Cultivated material	Africa
Zimbabwe	PI_482546	TGR 1445	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_524428	TGR 1243a	Cucurbita moschata	Originally a mixed collection with TGR 1243 (PI 482478)	NA	Cultivated material	Africa
Zimbabwe	PI_482569	TGR 1631	Cucurbita moschata	Sown November, harvested April. Local name Nzunzu.	NA	Cultivated material	Africa
Zimbabwe	PI_482570	TGR 1634	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482578	TGR 1684	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482575	TGR 1654	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482576	TGR 1662	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482577	TGR 1669	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482560	TGR 1531	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482583	TGR 1885	Cucurbita moschata	Sown November, harvested April. Fruits white.	NA	Cultivated material	Africa
Zimbabwe	PI_482585	TGR 1926	Cucurbita moschata	Sown November, harvested April. Fruits oval, angular to penduncle shaped, green  to yellow.	NA	Cultivated material	Africa
Zimbabwe	PI_482556	TGR 1507	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482501	TGR 490	Cucurbita moschata	Sown September, harvested April.	NA	Cultivated material	Africa
Zimbabwe	PI_482552	TGR 1474	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482538	TGR 1340	Cucurbita moschata	Local name Nzururu.	NA	Cultivated material	Africa
Zimbabwe	PI_482500	TGR 358	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482549	TGR 1456	Cucurbita moschata	Mixed types.	NA	Cultivated material	Africa
Zimbabwe	PI_482547	TGR 1446	Cucurbita moschata	Fruits green and cream colored.	NA	Cultivated material	Africa
Zimbabwe	PI_482548	TGR 1453	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482542	TGR 1422	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482553	TGR 1475	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zimbabwe	PI_482554	TGR 1488	Cucurbita moschata	Sown November, harvested April.	NA	Cultivated material	Africa
South Korea	PI_483345	Aehobag F1	Cucurbita moschata	Maturity early.	NA	Cultivar	Asia
South Korea	PI_483346	Sachul F1 (Oriental Wonder)	Cucurbita moschata	Maturity early.	NA	Cultivar	Asia
Burkina Faso	PI_490354	Yobir	Cucurbita moschata	Fruit pulp and embryo's cooked for sauce. Flowers 4cm long, 2cm in diameter, yellow. Fruit roundish, 12cm long, 11cm in diameter.	NA	Cultivated material	Africa
Zambia	PI_524427	ZFA 3633a	Cucurbita moschata	Originally a mixed collection with ZFA 3633 (PI 494842)	NA	Landrace	Africa
Zambia	PI_500559	NA	Cucurbita moschata	"NA"	NA	Wild material	Africa
Zambia	PI_500562	NA	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zambia	PI_500558	NA	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zambia	PI_500488	ZM-1889	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zambia	PI_494832	ZFA 3266	Cucurbita moschata	Fruit large. Received as Cucurbita moschata.	NA	Landrace	Africa
Zambia	PI_500555	NA	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zambia	PI_500557	NA	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Zambia	PI_500536	NA	Cucurbita moschata	"NA"	NA	Cultivated material	Africa
Colombia	PI_498429	NA	Cucurbita moschata	Collected by H. Sardi and J. Jaramillo. Local name Colombian black squash.	NA	Cultivated material	South/Latin America
Bolivia	PI_560946	joco.	Cucurbita moschata	Fruit elongated, pear shaped, 40cm long, 13cm max. diam., very slightly ribbed. Color dark green with flesh-colored spots and speckles. Flesh stringy, orange. Seeds off-white with tan border. Grown locally, purchased in store.	NA	Cultivated material	South/Latin America
Bolivia	PI_560952	joco.	Cucurbita moschata	Elongate squash, 50cm long, 8cm diam., slightly twisted, slightly ribbed. Color light green variegated with yellow, turning mostly yellow when ripe. Peduncle woody, ribbed, flared at insertion. Flesh thick, firm, light orange. Seeds light brown, 1cm long. Ovary only in distal half of fruit, proximal half solid. Grown locally.	NA	Cultivated material	South/Latin America
Yemen	PI_634692	Grif 1573	Cucurbita moschata	"NA"	NA	"NA"	Arab States
Sri Lanka	PI_634706	CP-00-01	Cucurbita moschata	Large fruited.	NA	Uncertain improvement status	Asia
NA	Black_Futsu	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	Burpees_Butterbush	NA	Cucurbita moschata	NA	Neck	Cultivar	NA
NA	Chirimen	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	Fairytale	NA	Cucurbita moschata	NA	Cheese	Cultivar	NA
NA	Greek_Sweet_Red	NA	Cucurbita moschata	NA	Neck	Cultivar	NA
Puerto Rico	PI_209116	NA	Cucurbita moschata	"NA"	NA	"NA"	NA
Puerto Rico	PI_209117	NA	Cucurbita moschata	"NA"	NA	"NA"	NA
NA	Violina_Rigosa	NA	Cucurbita moschata	NA	Neck	Cultivar	NA
NA	La_Estrella	NA	Cucurbita moschata	NA	Calabazo	Cultivar	NA
Puerto Rico	PI_595436	FORTUNA	Cucurbita moschata	"NA"	Calabaza	Cultivar	NA
NA	Kikuza	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	Kogiku	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	PI_448806	NA	wrong PI	NA	NA	NA	NA
Serbia	PI_357918	NA	Cucurbita moschata	"NA"	NA	"NA"	NA
NA	Thai_Rai_Kaw_Tok	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	Tromboncino	NA	Cucurbita moschata	NA	Neck	Cultivar	NA
Suriname	PI_458650	PRT 1	Cucurbita moschata	Fruit ovate to round, 15.2-30.5cm diameter, green with greenish-yellow blotches. Flesh 2.5-5.1cm thick, orange.	NA	Cultivated material	NA
NA	Meot_Jaeng_I_Ae	NA	Cucurbita moschata	NA	NA	Cultivar	NA
NA	Thai_Kang_Kob	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	Seminole	NA	Cucurbita moschata	NA	Neck	Cultivar	NA
NA	Teot_Bat_Put	NA	Cucurbita moschata	NA	Japonica	Cultivar	NA
NA	Shishigatani	NA	Cucurbita moschata	NA	NA	Cultivar	NA
Maldives	PI_536494	KLM-1689	Cucurbita moschata	"NA"	NA	"NA"	NA
